datetime,	activation,	dropout,	momentum,	minibatch_size,	n_epochs,	learning_rate,	optimizer,	n_layers,	units1,	units2,	units3,	units4,	units5,	units6,	training_r2,	test_r2
2018-03-27 18:12:27,	relu,	0.415529239988,	0.771783374108,	1053,	327,	0.0246125714217,	GradientDescentOptimizer,	4,	10.1359744766,	11.5257986596,	10.8214929081,	3.77645125831,	None,	None,	-0.542311145287,	-0.542311145287
2018-03-27 18:12:27,	relu,	0.788220782689,	0.770986752731,	4048,	253,	0.0134350917198,	GradientDescentOptimizer,	4,	8.31360655358,	11.6736054904,	13.7446122225,	8.17157634254,	None,	None,	-0.686996121238,	-0.686996121238
2018-03-27 18:12:27,	relu,	0.651937006978,	0.773450967687,	2820,	252,	0.0123008792319,	GradientDescentOptimizer,	4,	7.04131428246,	8.06789953732,	7.47925989836,	3.83366153001,	None,	None,	-0.138761962164,	-0.138761962164
2018-03-27 18:12:27,	relu,	0.791839142127,	0.717490423999,	5574,	277,	0.00435282720759,	GradientDescentOptimizer,	4,	8.19336851425,	11.6061098559,	13.6215194807,	4.42157634254,	None,	None,	-0.0590450532487,	-0.0590450532487
2018-03-27 18:12:27,	relu,	0.366621472998,	0.767761636917,	813,	289,	0.0140437971657,	GradientDescentOptimizer,	4,	8.22239577423,	11.5680238523,	13.6776370678,	3.74906425118,	None,	None,	-0.126479870215,	-0.126479870215
2018-03-27 18:12:27,	relu,	0.799144559753,	0.748740423999,	3122,	253,	0.00893863960662,	GradientDescentOptimizer,	4,	10.3023010539,	11.630964863,	9.88399290807,	5.35907634254,	None,	None,	-0.772690820529,	-0.772690820529
2018-03-27 18:12:27,	relu,	0.589437006978,	0.781255073102,	2301,	252,	0.0247419970732,	GradientDescentOptimizer,	4,	8.25541020413,	11.6639172154,	13.6339929081,	3.70625970939,	None,	None,	-0.0151659002022,	-0.0151659002022
2018-03-27 18:12:27,	relu,	0.791204927127,	0.777138482251,	5540,	253,	0.0125409243453,	GradientDescentOptimizer,	4,	7.97881428246,	9.00539953732,	6.54175989836,	9.10907634254,	None,	None,	-0.503032885091,	-0.503032885091
2018-03-27 18:12:27,	relu,	0.478029239988,	0.769937841496,	2970,	314,	0.00211968549275,	GradientDescentOptimizer,	3,	12.7696119617,	13.6636026623,	5.07717896519,	None,	None,	None,	-0.580472627058,	-0.580472627058
2018-03-27 18:12:27,	relu,	0.798815680242,	0.775940156322,	5407,	251,	0.0132715586744,	GradientDescentOptimizer,	4,	8.38886011265,	11.6999605448,	13.6113775608,	7.23407634254,	None,	None,	-0.364822294122,	-0.364822294122
2018-03-27 18:12:27,	relu,	0.714437006978,	0.777632705719,	1368,	253,	0.0129111860304,	GradientDescentOptimizer,	4,	8.38806503206,	11.7125078809,	6.08802213589,	3.76966430095,	None,	None,	-0.918412132977,	-0.918412132977
2018-03-27 18:12:27,	relu,	0.797811313173,	0.686240423999,	5250,	264,	0.0227942247218,	GradientDescentOptimizer,	4,	9.19847447664,	7.23842768546,	11.7589929081,	3.53919190099,	None,	None,	-0.997120021136,	-0.997120021136
2018-03-27 18:12:27,	relu,	0.659749506978,	0.772677244353,	738,	252,	0.0128602228063,	GradientDescentOptimizer,	4,	7.62725178246,	11.2319620373,	11.6418054081,	3.68589452846,	None,	None,	-0.735646807798,	-0.735646807798
2018-03-27 18:12:27,	relu,	0.794677296404,	0.697959173999,	2832,	319,	0.000788104718117,	GradientDescentOptimizer,	4,	8.28338746587,	11.5364845071,	6.13096983547,	7.90362661036,	None,	None,	-0.894102517567,	-0.894102517567
2018-03-27 18:12:27,	relu,	0.423341739988,	0.7698012979,	2087,	269,	0.0145103776481,	GradientDescentOptimizer,	4,	10.1002972746,	11.6604004471,	13.5429987876,	3.68971076522,	None,	None,	-0.495663851541,	-0.495663851541
2018-03-27 18:12:27,	relu,	0.795864923602,	0.770448273093,	5686,	252,	0.0140147039318,	GradientDescentOptimizer,	4,	8.19250406508,	7.48196203732,	8.29957239836,	4.07001384254,	None,	None,	-0.482555193482,	-0.482555193482
2018-03-27 18:12:27,	relu,	0.784749506978,	0.769943663249,	2749,	252,	0.00332341003965,	GradientDescentOptimizer,	4,	8.84691197664,	11.7122777787,	6.42457239836,	3.68519377603,	None,	None,	-0.848359905411,	-0.848359905411
2018-03-27 18:12:27,	relu,	0.790403829477,	0.788857232251,	5752,	294,	0.0135569791885,	GradientDescentOptimizer,	3,	9.76592365746,	11.2026651623,	5.27905689288,	None,	None,	None,	-0.669135820835,	-0.669135820835
2018-03-27 18:12:27,	relu,	0.548341739988,	0.775332987671,	1241,	252,	0.01253553362,	GradientDescentOptimizer,	4,	8.22359089815,	11.5108395771,	9.66493534199,	3.69066785362,	None,	None,	-0.403350808033,	-0.403350808033
2018-03-27 18:12:27,	relu,	0.797641376831,	0.760459173999,	4763,	252,	0.0223915715531,	GradientDescentOptimizer,	4,	10.35419353,	9.35696203732,	13.520316333,	9.69501384254,	None,	None,	-0.942553639255,	-0.942553639255
2018-03-27 18:12:27,	relu,	0.722249506978,	0.780574521359,	1610,	252,	0.0123138726307,	GradientDescentOptimizer,	3,	12.7569180167,	14.2604372893,	5.23443878576,	None,	None,	None,	-0.872430311839,	-0.872430311839
2018-03-27 18:12:27,	relu,	0.791412705204,	0.729209173999,	5496,	306,	0.0230866018164,	GradientDescentOptimizer,	4,	8.21858304004,	11.4711031018,	7.36207239836,	8.75751384254,	None,	None,	-0.293907196833,	-0.293907196833
2018-03-27 18:12:27,	relu,	0.485841739988,	0.777884287518,	569,	256,	0.00682470568961,	GradientDescentOptimizer,	4,	10.1094236965,	8.41946203732,	13.6760528363,	3.66242858515,	None,	None,	-0.936040541717,	-0.936040541717
2018-03-27 18:12:27,	relu,	0.796109556992,	0.775548710583,	2920,	252,	0.0126277734856,	GradientDescentOptimizer,	4,	8.19725139825,	11.5277344613,	10.7043054081,	5.00751384254,	None,	None,	-0.439589850244,	-0.439589850244
2018-03-27 18:12:27,	relu,	0.597249506978,	0.771412969391,	957,	251,	0.0174035291717,	GradientDescentOptimizer,	4,	8.20453909869,	11.6983725003,	5.97420216208,	3.6554873378,	None,	None,	-0.168057439941,	-0.168057439941
2018-03-27 18:12:27,	relu,	0.805471273702,	0.820107232251,	3672,	281,	0.0121335895188,	GradientDescentOptimizer,	4,	6.68975178246,	10.2944620373,	12.5793054081,	6.88251384254,	None,	None,	-0.858082592565,	-0.858082592565
2018-03-27 18:12:27,	relu,	0.368942752802,	0.775044828655,	2616,	254,	0.012763374932,	GradientDescentOptimizer,	4,	8.2522640713,	6.72976951249,	9.04569755518,	3.85509590999,	None,	None,	-0.843248590078,	-0.843248590078
2018-03-27 18:12:27,	relu,	0.797821142624,	0.773497594207,	5691,	251,	0.00161839276212,	GradientDescentOptimizer,	4,	9.7232395808,	11.576374776,	13.7507342594,	10.6325138425,	None,	None,	-0.447692075726,	-0.447692075726
2018-03-27 18:12:27,	relu,	0.796090904712,	0.773232232251,	2946,	325,	0.0139135085535,	GradientDescentOptimizer,	4,	6.22100178246,	11.7653704181,	7.83082239836,	7.35126384254,	None,	None,	-0.915274540985,	-0.915274540985
2018-03-27 18:12:27,	relu,	0.454591739988,	0.772901585831,	5697,	253,	0.0121447149405,	GradientDescentOptimizer,	4,	8.34125421228,	10.7632120373,	13.6646018697,	3.69342633031,	None,	None,	-0.786433396792,	-0.786433396792
2018-03-27 18:12:27,	relu,	0.784685817672,	0.744834173999,	1090,	251,	0.00112936396772,	GradientDescentOptimizer,	4,	9.31566197664,	7.11123434416,	6.08590238327,	3.60126384254,	None,	None,	-0.868555256459,	-0.868555256459
2018-03-27 18:12:27,	relu,	0.690999506978,	0.771209266725,	4182,	275,	0.0141506397243,	GradientDescentOptimizer,	3,	12.7382912076,	8.85891516232,	9.45944421268,	None,	None,	None,	-0.639679000768,	-0.639679000768
2018-03-27 18:12:27,	relu,	0.792830361201,	0.682334173999,	648,	300,	0.0246157058224,	GradientDescentOptimizer,	4,	8.17124307678,	11.5723099536,	13.6795415117,	5.47626384254,	None,	None,	-0.381395990542,	-0.381395990542
2018-03-27 18:12:27,	relu,	0.565999506978,	0.77443137649,	2861,	252,	0.01327184735,	GradientDescentOptimizer,	4,	8.09600178246,	11.556513038,	9.29805540807,	3.79031541802,	None,	None,	-0.188340404754,	-0.188340404754
2018-03-27 18:12:27,	relu,	0.796160056463,	0.770425478251,	1833,	252,	0.0127502495193,	GradientDescentOptimizer,	4,	8.35955023852,	8.88821203732,	13.0480554081,	9.22626384254,	None,	None,	-0.0896868068349,	-0.0896868068349
2018-03-27 18:12:27,	relu,	0.785444767088,	0.768166119452,	5591,	250,	0.00476248836288,	GradientDescentOptimizer,	4,	10.2063892918,	11.6336754712,	5.95582239836,	3.70176835672,	None,	None,	-0.445874259364,	-0.445874259364
2018-03-27 18:12:27,	relu,	0.794012244412,	0.804482232251,	1413,	313,	0.0121535648877,	GradientDescentOptimizer,	4,	8.29500872032,	11.7007120373,	10.2355554081,	8.28876384254,	None,	None,	-0.590963036625,	-0.590963036625
2018-03-27 18:12:27,	relu,	0.517091739988,	0.778049678613,	5424,	254,	0.0023191771717,	GradientDescentOptimizer,	4,	8.37816197664,	11.5370917947,	13.7261368249,	3.62604858879,	None,	None,	-0.987680859031,	-0.987680859031
2018-03-27 18:12:27,	relu,	0.785246154175,	0.77597584768,	2911,	253,	0.0249394760695,	GradientDescentOptimizer,	3,	11.1721736575,	7.92141516232,	5.36164325796,	None,	None,	None,	-0.161540091023,	-0.161540091023
2018-03-27 18:12:27,	relu,	0.753499506978,	0.775345723277,	5612,	263,	0.0144085968039,	GradientDescentOptimizer,	4,	8.27702043898,	7.95071203732,	13.6340562587,	3.8301975937,	None,	None,	-0.64330449487,	-0.64330449487
2018-03-27 18:12:27,	relu,	0.791491414049,	0.713584173999,	2377,	288,	0.000549963576374,	GradientDescentOptimizer,	4,	8.25709892028,	9.82571203732,	13.5127601024,	6.41376384254,	None,	None,	-0.942055485526,	-0.942055485526
2018-03-27 18:12:27,	relu,	0.392091739988,	0.773474711394,	5534,	253,	0.0118761443038,	GradientDescentOptimizer,	4,	7.15850178246,	11.4689450231,	8.76832239836,	3.71963213078,	None,	None,	-0.812028826949,	-0.812028826949
2018-03-27 18:12:27,	relu,	0.785128408666,	0.770347146368,	840,	251,	0.00977988904138,	GradientDescentOptimizer,	3,	9.29717365746,	14.3458568595,	6.64694421268,	None,	None,	None,	-0.296362968381,	-0.296362968381
2018-03-27 18:12:27,	relu,	0.628499506978,	0.771692804848,	3225,	254,	0.0140935655251,	GradientDescentOptimizer,	4,	10.3142822781,	6.27959553246,	6.07432844875,	3.72599208804,	None,	None,	-0.0986093228914,	-0.0986093228914
2018-03-27 18:12:27,	relu,	0.79323642429,	0.77073983234,	2228,	253,	0.00277625227531,	GradientDescentOptimizer,	4,	9.55003697664,	7.71633703732,	12.3449304081,	3.56841825413,	None,	None,	-0.307298186751,	-0.307298186751
2018-03-27 18:12:27,	relu,	0.581624506978,	0.674521673999,	5605,	272,	0.0134586032391,	GradientDescentOptimizer,	4,	8.1185443563,	11.6238421854,	5.94550157503,	8.52313884254,	None,	None,	-0.262701837146,	-0.262701837146
2018-03-27 18:12:27,	relu,	0.782489257443,	0.776045684287,	787,	322,	0.0123082381652,	GradientDescentOptimizer,	4,	6.45537678246,	11.6526396635,	13.5761280726,	3.77195937416,	None,	None,	-0.174893040853,	-0.174893040853
2018-03-27 18:12:27,	relu,	0.358808972998,	0.770612632076,	3022,	251,	0.0245403003139,	GradientDescentOptimizer,	4,	8.06805959886,	11.4663370373,	8.90411945469,	4.77313884254,	None,	None,	-0.814061174621,	-0.814061174621
2018-03-27 18:12:27,	relu,	0.799885041821,	0.769974867612,	1324,	251,	0.0131770975178,	GradientDescentOptimizer,	3,	10.4690486575,	12.3745401623,	5.33234230233,	None,	None,	None,	-0.945891328377,	-0.945891328377
2018-03-27 18:12:27,	relu,	0.706624506978,	0.768923292226,	5082,	254,	0.000658353164595,	GradientDescentOptimizer,	4,	10.2196454028,	11.6665497178,	13.4880787042,	6.64813884254,	None,	None,	-0.443264178777,	-0.443264178777
2018-03-27 18:12:27,	relu,	0.792416702314,	0.77467850144,	2924,	297,	0.0117681360125,	GradientDescentOptimizer,	4,	8.35334559397,	11.7028183603,	10.4699304081,	3.70400749955,	None,	None,	-0.950834807231,	-0.950834807231
2018-03-27 18:12:27,	relu,	0.470216739988,	0.737021673999,	5678,	251,	0.0117073587713,	GradientDescentOptimizer,	4,	8.12649328732,	11.6362082469,	13.5017738318,	10.3981388425,	None,	None,	-0.179664232554,	-0.179664232554
2018-03-27 18:12:27,	relu,	0.787875903264,	0.774242837567,	607,	252,	0.0145382564549,	GradientDescentOptimizer,	4,	10.11981853,	11.8018653947,	13.2824304081,	3.61708359778,	None,	None,	-0.492387539771,	-0.492387539771
2018-03-27 18:12:27,	relu,	0.769124506978,	0.705771673999,	2803,	259,	0.0132603760057,	GradientDescentOptimizer,	3,	12.7134815886,	14.3585675818,	5.11378758216,	None,	None,	None,	-0.59008145094,	-0.59008145094
2018-03-27 18:12:27,	relu,	0.797736796272,	0.775217382249,	1718,	309,	0.0134160716506,	GradientDescentOptimizer,	4,	8.30212434505,	11.6435802259,	13.567107507,	3.70485467219,	None,	None,	-0.223424434738,	-0.223424434738
2018-03-27 18:12:27,	relu,	0.532716739988,	0.77481816137,	5432,	253,	0.00135194469974,	GradientDescentOptimizer,	4,	8.61253697664,	11.5917815188,	9.63092738752,	3.83563884254,	None,	None,	-0.498063454567,	-0.498063454567
2018-03-27 18:12:27,	relu,	0.791251350431,	0.770371293839,	2730,	252,	0.0122162441611,	GradientDescentOptimizer,	4,	8.40608873633,	11.593954818,	5.97547379869,	3.82998707343,	None,	None,	-0.438985430788,	-0.438985430788
2018-03-27 18:12:27,	relu,	0.644124506978,	0.796669732251,	5310,	253,	0.0231065443841,	GradientDescentOptimizer,	4,	10.2182800724,	6.77883703732,	11.4074304081,	5.71063884254,	None,	None,	-0.962630151499,	-0.962630151499
2018-03-27 18:12:27,	relu,	0.793287102458,	0.768806934447,	1021,	284,	0.00570110352711,	GradientDescentOptimizer,	4,	8.21071261408,	10.5288370373,	8.06519739836,	3.64967546639,	None,	None,	-0.903503498489,	-0.903503498489
2018-03-27 18:12:27,	relu,	0.407716739988,	0.768271673999,	3919,	254,	0.0149436420651,	GradientDescentOptimizer,	4,	7.39287678246,	11.6900104762,	13.6096203843,	9.46063884254,	None,	None,	-0.142628179096,	-0.142628179096
2018-03-27 18:12:27,	relu,	0.376466739988,	0.781044732251,	1163,	278,	0.0234646153098,	GradientDescentOptimizer,	4,	10.3695322049,	11.6690779829,	9.26756390322,	8.05438884254,	None,	None,	-0.253615775721,	-0.253615775721
2018-03-27 18:12:27,	relu,	0.794921552518,	0.772378004201,	4463,	253,	0.0139701678604,	GradientDescentOptimizer,	4,	8.37164827506,	7.24758703732,	13.694627078,	3.78602745277,	None,	None,	-0.242913876476,	-0.242913876476
2018-03-27 18:12:27,	relu,	0.612874506978,	0.752646673999,	3014,	253,	0.0122544426784,	GradientDescentOptimizer,	3,	12.7640939485,	6.48467365746,	7.35006921268,	None,	None,	None,	-0.747630567912,	-0.747630567912
2018-03-27 18:12:27,	relu,	0.797147037483,	0.768056658733,	5451,	328,	0.00792230856931,	GradientDescentOptimizer,	4,	8.24460810909,	11.6058147337,	12.8136804081,	3.65906885406,	None,	None,	-0.222735984273,	-0.222735984273
2018-03-27 18:12:27,	relu,	0.501466739988,	0.690146673999,	1956,	253,	0.0122121488366,	GradientDescentOptimizer,	4,	8.31432810182,	11.3884565107,	13.3799468117,	6.17938884254,	None,	None,	-0.815397994957,	-0.815397994957
2018-03-27 18:12:27,	relu,	0.786792587078,	0.769557064232,	5644,	255,	0.0208335042493,	GradientDescentOptimizer,	4,	10.58856853,	9.12258703732,	10.9386804081,	3.90412328314,	None,	None,	-0.517138942837,	-0.517138942837
2018-03-27 18:12:27,	relu,	0.737874506978,	0.775012644782,	691,	251,	0.001937353749,	GradientDescentOptimizer,	3,	12.8517927979,	14.4012304062,	5.13102811406,	None,	None,	None,	-0.691037412568,	-0.691037412568
2018-03-27 18:12:27,	relu,	0.784530888371,	0.771526322048,	2804,	303,	0.0131768362535,	GradientDescentOptimizer,	4,	8.33923470245,	11.525610734,	7.59644739836,	3.70321434048,	None,	None,	-0.459900395183,	-0.459900395183
2018-03-27 18:12:27,	relu,	0.563966739988,	0.812294732251,	2786,	266,	0.000943428360521,	GradientDescentOptimizer,	4,	10.2878010277,	8.18508703732,	10.0011804081,	7.11688884254,	None,	None,	-0.325743299713,	-0.325743299713
2018-03-27 18:12:27,	relu,	0.7924304658,	0.775147488265,	5725,	252,	0.0125617074344,	GradientDescentOptimizer,	4,	8.20715352805,	11.5168835845,	13.6115353683,	3.58754373954,	None,	None,	-0.691397281155,	-0.691397281155
2018-03-27 18:12:27,	relu,	0.799932560373,	0.769255430266,	1508,	252,	0.0134311863164,	GradientDescentOptimizer,	4,	8.30898171465,	11.59446373,	6.71447917125,	3.76533685855,	None,	None,	-0.174763339443,	-0.174763339443
2018-03-27 18:12:27,	relu,	0.79518325037,	0.769607433661,	5742,	316,	0.0139715532386,	GradientDescentOptimizer,	4,	8.1601217897,	11.6384290451,	13.7409952695,	3.61185208699,	None,	None,	-0.8394170034,	-0.8394170034
2018-03-27 18:12:27,	relu,	0.793279265847,	0.770652772032,	2526,	252,	0.00133621705309,	GradientDescentOptimizer,	4,	8.12489204964,	9.34171628489,	13.6861412894,	3.68152060981,	None,	None,	-0.447331822658,	-0.447331822658
2018-03-27 18:12:27,	relu,	0.406700356493,	0.759950982251,	5470,	250,	0.0125687971728,	GradientDescentOptimizer,	4,	6.44013103004,	11.7193817731,	10.2517096505,	6.42900959496,	None,	None,	-0.0549145191651,	-0.0549145191651
2018-03-27 18:12:27,	relu,	0.794687050254,	0.771735766637,	893,	253,	0.0141473571555,	GradientDescentOptimizer,	4,	8.2940570711,	11.676625722,	13.7453833571,	3.50336836009,	None,	None,	-0.544153088121,	-0.544153088121
2018-03-27 18:12:27,	relu,	0.643108123483,	0.781552923999,	3449,	291,	0.0122876616159,	GradientDescentOptimizer,	4,	9.33090772907,	11.695145475,	6.87807664593,	10.179009595,	None,	None,	-0.640990765465,	-0.640990765465
2018-03-27 18:12:27,	relu,	0.791327486052,	0.770641737289,	1502,	266,	0.0116536279958,	GradientDescentOptimizer,	4,	8.11124753489,	7.46671628489,	8.75307664593,	3.68771430093,	None,	None,	-0.591342696058,	-0.591342696058
2018-03-27 18:12:27,	relu,	0.526807379667,	0.774946580591,	5760,	254,	0.00563478059109,	GradientDescentOptimizer,	3,	12.8003434748,	14.3513213157,	5.95906496511,	None,	None,	None,	-0.793614431347,	-0.793614431347
2018-03-27 18:12:27,	relu,	0.797903110375,	0.77027614639,	2891,	251,	0.0228885880883,	GradientDescentOptimizer,	4,	10.1677168648,	11.4285726829,	6.02283009298,	3.62664005508,	None,	None,	-0.616878219087,	-0.616878219087
2018-03-27 18:12:27,	relu,	0.768108123483,	0.697450982251,	5755,	316,	0.0139177245258,	GradientDescentOptimizer,	4,	8.42761734603,	11.2167162849,	12.0953096556,	4.55400959496,	None,	None,	-0.978270099558,	-0.978270099558
2018-03-27 18:12:27,	relu,	0.792383120094,	0.773716189668,	1236,	253,	0.0136151410031,	GradientDescentOptimizer,	4,	8.22785752034,	10.5135912849,	6.09578186728,	6.71225528711,	None,	None,	-0.814358160676,	-0.814358160676
2018-03-27 18:12:27,	relu,	0.786432662553,	0.76706718743,	4742,	294,	0.00159956543174,	GradientDescentOptimizer,	4,	10.1350642825,	11.5738974722,	12.3296846556,	3.74541951894,	None,	None,	-0.147248601284,	-0.147248601284
2018-03-27 18:12:27,	relu,	0.78891302827,	0.736513482251,	2835,	251,	0.0147093757802,	GradientDescentOptimizer,	4,	8.63943492853,	11.6648195168,	8.85902297287,	10.413384595,	None,	None,	-0.00361535904178,	-0.00361535904178
2018-03-27 18:12:27,	relu,	0.571059760397,	0.773005377299,	5563,	252,	0.013379918657,	GradientDescentOptimizer,	3,	12.8399877866,	14.3128032091,	7.59968996511,	None,	None,	None,	-0.803474274377,	-0.803474274377
2018-03-27 18:12:27,	relu,	0.795569584515,	0.773261918814,	2079,	251,	0.00674531149572,	GradientDescentOptimizer,	4,	10.0225489675,	11.6836546818,	13.6927258356,	8.53838459496,	None,	None,	-0.749103546335,	-0.749103546335
2018-03-27 18:12:27,	relu,	0.689983123483,	0.771089311276,	5718,	319,	0.0141519388773,	GradientDescentOptimizer,	4,	8.27974299539,	11.6205136738,	7.11245164593,	3.6286162756,	None,	None,	-0.0603564297863,	-0.0603564297863
2018-03-27 18:12:27,	relu,	0.795179674,	0.820615423999,	735,	269,	0.0135151024342,	GradientDescentOptimizer,	4,	7.61200603004,	11.5363499655,	13.5007926218,	4.78838459496,	None,	None,	-0.438091353066,	-0.438091353066
2018-03-27 18:12:27,	relu,	0.453575356493,	0.768292918602,	2876,	251,	0.0209606903652,	GradientDescentOptimizer,	3,	12.7900131336,	7.67179440989,	5.20517594036,	None,	None,	None,	-0.458929388813,	-0.458929388813
2018-03-27 18:12:27,	relu,	0.786092538898,	0.775827995389,	2563,	254,	0.0125959866323,	GradientDescentOptimizer,	4,	8.25668649073,	11.5820413956,	6.17495164593,	5.72588459496,	None,	None,	-0.730002970645,	-0.730002970645
2018-03-27 18:12:27,	relu,	0.627483123483,	0.772766809441,	5608,	281,	0.0216250289114,	GradientDescentOptimizer,	4,	9.56528272907,	11.488530787,	13.2671846556,	3.74800866688,	None,	None,	-0.1170378781,	-0.1170378781
2018-03-27 18:12:27,	relu,	0.787527329162,	0.705263482251,	953,	252,	0.00328474764554,	GradientDescentOptimizer,	3,	11.156927905,	14.4872221889,	5.31813128443,	None,	None,	None,	-0.473686342009,	-0.473686342009
2018-03-27 18:12:27,	relu,	0.391075356493,	0.775739052664,	3657,	252,	0.0141002374377,	GradientDescentOptimizer,	4,	6.67450603004,	11.6198936146,	13.5858464309,	3.72464149119,	None,	None,	-0.435187438501,	-0.435187438501
2018-03-27 18:12:27,	relu,	0.798893935746,	0.767763482251,	566,	254,	0.0128078382193,	GradientDescentOptimizer,	4,	10.1722831715,	11.5648516158,	11.3921846556,	7.60088459496,	None,	None,	-0.987489049995,	-0.987489049995
2018-03-27 18:12:27,	relu,	0.752483123483,	0.773800907537,	2911,	306,	0.0138516659677,	GradientDescentOptimizer,	4,	8.17418233903,	11.4510912849,	6.08910545969,	3.65186113982,	None,	None,	-0.913312985121,	-0.913312985121
2018-03-27 18:12:27,	relu,	0.801400300505,	0.789365423999,	1603,	256,	0.0122251821099,	GradientDescentOptimizer,	4,	8.34562253489,	7.70109128489,	13.5797868237,	3.85088459496,	None,	None,	-0.89185184544,	-0.89185184544
2018-03-27 18:12:27,	relu,	0.516075356493,	0.770766738449,	5456,	251,	0.000778936419638,	GradientDescentOptimizer,	4,	8.28042324673,	11.5834432944,	8.04995164593,	3.73574715081,	None,	None,	-0.503554363311,	-0.503554363311
2018-03-27 18:12:27,	relu,	0.547325356493,	0.768947088046,	1825,	300,	0.0118078684973,	GradientDescentOptimizer,	4,	8.18693626021,	11.5371577485,	13.5463944102,	3.69986986955,	None,	None,	-0.445849243148,	-0.445849243148
2018-03-27 18:12:27,	relu,	0.79730886156,	0.774656471381,	5712,	253,	0.013485550148,	GradientDescentOptimizer,	3,	11.625677905,	12.8280444099,	9.00593996511,	None,	None,	None,	-0.156806665143,	-0.156806665143
2018-03-27 18:12:27,	relu,	0.783733123483,	0.771829342068,	645,	253,	0.00111622568076,	GradientDescentOptimizer,	4,	8.16023366578,	6.49872478004,	12.7984346556,	3.71471053585,	None,	None,	-0.2049164486,	-0.2049164486
2018-03-27 18:12:27,	relu,	0.79186218005,	0.804990423999,	3051,	251,	0.0146294289045,	GradientDescentOptimizer,	4,	8.30661185683,	11.6953829589,	5.99630074085,	9.94463459496,	None,	None,	-0.0014190604077,	-0.0014190604077
2018-03-27 18:12:27,	relu,	0.422325356493,	0.773353433333,	1083,	325,	0.022760217445,	GradientDescentOptimizer,	4,	10.0340327291,	11.6092248941,	10.9234346556,	3.72157658835,	None,	None,	-0.180802395168,	-0.180802395168
2018-03-27 18:12:27,	relu,	0.785971373531,	0.770814683235,	4164,	253,	0.0126060137387,	GradientDescentOptimizer,	4,	8.28544854289,	11.5716637428,	13.6426704749,	8.06963459496,	None,	None,	-0.807212541387,	-0.807212541387
2018-03-27 18:12:27,	relu,	0.658733123483,	0.77549444247,	2901,	253,	0.0123250842543,	GradientDescentOptimizer,	4,	7.14325603004,	8.16984128489,	7.58120164593,	3.77204807161,	None,	None,	-0.00655540981654,	-0.00655540981654
2018-03-27 18:12:27,	relu,	0.790677671839,	0.720888482251,	5497,	275,	0.00470708466612,	GradientDescentOptimizer,	4,	8.29531026183,	11.6448096688,	13.5267398652,	4.31963459496,	None,	None,	-0.721857507883,	-0.721857507883
2018-03-27 18:12:27,	relu,	0.373417589502,	0.77115969517,	837,	288,	0.0130301044025,	GradientDescentOptimizer,	4,	8.3243375218,	11.5406671368,	13.7574313616,	3.71317724418,	None,	None,	-0.0519154918642,	-0.0519154918642
2018-03-27 18:12:27,	relu,	0.794504862937,	0.752138482251,	3211,	251,	0.00966611616353,	GradientDescentOptimizer,	4,	10.2003593063,	11.6044473213,	9.98593465564,	5.25713459496,	None,	None,	-0.716283854356,	-0.716283854356
2018-03-27 18:12:27,	relu,	0.596233123483,	0.77785701485,	2367,	253,	0.0228799024597,	GradientDescentOptimizer,	4,	8.29463029687,	11.7576377254,	13.7284121668,	3.64215350828,	None,	None,	-0.862555715922,	-0.862555715922
2018-03-27 18:12:27,	relu,	0.784934704717,	0.773740423999,	5529,	254,	0.0116319141101,	GradientDescentOptimizer,	4,	8.08075603004,	9.10734128489,	6.64370164593,	9.00713459496,	None,	None,	-0.181090840257,	-0.181090840257
2018-03-27 18:12:27,	relu,	0.484825356493,	0.769203208505,	3055,	313,	0.00229219737061,	GradientDescentOptimizer,	3,	12.8176025709,	13.7655444099,	5.17912071276,	None,	None,	None,	-0.888446376535,	-0.888446376535
2018-03-27 18:12:27,	relu,	0.796158134635,	0.774906819248,	5562,	251,	0.0137990144367,	GradientDescentOptimizer,	4,	8.34581570485,	11.7969401582,	13.5216914697,	7.13213459496,	None,	None,	-0.915466780087,	-0.915466780087
2018-03-27 18:12:27,	relu,	0.721233123483,	0.77842905087,	1407,	254,	0.0135955970272,	GradientDescentOptimizer,	4,	8.35661374713,	11.7696375727,	6.18996388347,	3.79587627093,	None,	None,	-0.405372351373,	-0.405372351373
2018-03-27 18:12:27,	relu,	0.800713431271,	0.689638482251,	5401,	263,	0.0210787203934,	GradientDescentOptimizer,	4,	9.09653272907,	7.34036943303,	11.8609346556,	3.64113364856,	None,	None,	-0.828400411115,	-0.828400411115
2018-03-27 18:12:27,	relu,	0.666545623483,	0.772338021548,	759,	252,	0.0127749433117,	GradientDescentOptimizer,	4,	7.72919353004,	11.3339037849,	11.7437471556,	3.65814915053,	None,	None,	-0.139155174401,	-0.139155174401
2018-03-27 18:12:27,	relu,	0.791793045659,	0.701357232251,	2913,	317,	0.000852245094287,	GradientDescentOptimizer,	4,	8.22223799532,	11.6334407159,	6.23291158304,	7.80168486279,	None,	None,	-0.550373524355,	-0.550373524355
2018-03-27 18:12:27,	relu,	0.430137856493,	0.773145018362,	2147,	267,	0.0140604905495,	GradientDescentOptimizer,	4,	9.99835552707,	11.6512440468,	13.6449405352,	3.66813564508,	None,	None,	-0.736417513777,	-0.736417513777
