datetime,	activation,	dropout,	momentum,	minibatch_size,	n_epochs,	learning_rate,	optimizer,	n_layers,	units1,	units2,	units3,	units4,	units5,	units6,	training_r2,	test_r2
2018-03-27 18:12:25,	tanh,	0.56689453125,	0.833251953125,	581,	312,	2.28500270618e-05,	AdamOptimizer,	4,	8.63916015625,	4.24462890625,	15.0698242188,	4.22998046875,	None,	None,	-0.242256777632,	-0.242256777632
2018-03-27 18:12:25,	elu,	0.06689453125,	0.583251953125,	4648,	212,	0.00722581301116,	RMSPropOptimizer,	1,	14.7915039062,	None,	None,	None,	None,	None,	-0.83990071795,	-0.83990071795
2018-03-27 18:12:25,	relu,	0.81689453125,	0.708251953125,	205,	262,	0.000406337326427,	AdamOptimizer,	6,	12.2133789062,	8.91748046875,	13.7221679688,	15.2456054688,	2.45751953125,	14.8061523438,	-0.381912485935,	-0.381912485935
2018-03-27 18:12:25,	elu,	0.31689453125,	0.958251953125,	1643,	362,	0.128495144985,	GradientDescentOptimizer,	3,	8.43408203125,	9.84033203125,	1.68115234375,	None,	None,	None,	-0.246871080444,	-0.246871080444
2018-03-27 18:12:25,	tanh,	0.69189453125,	0.645751953125,	345,	337,	0.0304710008124,	AdamOptimizer,	4,	3.01416015625,	2.36962890625,	5.69482421875,	6.10498046875,	None,	None,	-0.735118393788,	-0.735118393788
2018-03-27 18:12:25,	relu,	0.19189453125,	0.895751953125,	2764,	237,	9.63577651519e-05,	RMSPropOptimizer,	1,	1.66650390625,	None,	None,	None,	None,	None,	-0.104169660789,	-0.104169660789
2018-03-27 18:12:25,	relu,	0.94189453125,	0.770751953125,	977,	287,	0.541859533479,	GradientDescentOptimizer,	5,	12.3012695312,	11.7446289062,	4.06884765625,	11.2758789062,	12.3159179688,	None,	-0.79129552136,	-0.79129552136
2018-03-27 18:12:25,	elu,	0.44189453125,	0.520751953125,	7818,	387,	0.00171351029767,	RMSPropOptimizer,	2,	6.57373046875,	8.81494140625,	None,	None,	None,	None,	-0.751709073058,	-0.751709073058
2018-03-27 18:12:25,	tanh,	0.98876953125,	0.934814453125,	284,	265,	0.00864991258882,	RMSPropOptimizer,	6,	7.29150390625,	2.12060546875,	14.8940429688,	11.2612304688,	2.22314453125,	1.91552734375,	-0.480503157844,	-0.480503157844
2018-03-27 18:12:25,	elu,	0.48876953125,	0.684814453125,	2274,	365,	2.7353425342e-05,	AdamOptimizer,	3,	1.16845703125,	4.44970703125,	8.94677734375,	None,	None,	None,	-0.449437557299,	-0.449437557299
2018-03-27 18:12:25,	relu,	0.73876953125,	0.559814453125,	804,	315,	0.153819614553,	RMSPropOptimizer,	4,	11.6860351562,	9.16650390625,	5.92919921875,	15.7143554688,	None,	None,	-0.9272719739,	-0.9272719739
2018-03-27 18:12:25,	elu,	0.23876953125,	0.809814453125,	6433,	215,	0.000486420330798,	GradientDescentOptimizer,	1,	7.99462890625,	None,	None,	None,	None,	None,	-0.732505192778,	-0.732505192778
2018-03-27 18:12:25,	tanh,	0.86376953125,	0.622314453125,	478,	290,	0.000115348438235,	RMSPropOptimizer,	5,	10.6606445312,	3.54150390625,	1.49072265625,	8.22900390625,	11.1440429688,	None,	-0.997777026307,	-0.997777026307
2018-03-27 18:12:25,	relu,	0.36376953125,	0.872314453125,	3825,	390,	0.0364763789367,	GradientDescentOptimizer,	2,	11.4956054688,	15.1430664062,	None,	None,	None,	None,	-0.0293675207192,	-0.0293675207192
2018-03-27 18:12:25,	tanh,	0.61376953125,	0.997314453125,	169,	340,	0.00205121752694,	GradientDescentOptimizer,	4,	2.31103515625,	11.0415039062,	15.3041992188,	10.0893554688,	None,	None,	-0.745508548476,	-0.745508548476
2018-03-27 18:12:25,	elu,	0.11376953125,	0.747314453125,	1352,	240,	0.648651936159,	AdamOptimizer,	1,	9.86962890625,	None,	None,	None,	None,	None,	-0.506133442974,	-0.506133442974
2018-03-27 18:12:25,	elu,	0.80126953125,	0.903564453125,	620,	252,	0.000998876322671,	AdamOptimizer,	2,	4.93310546875,	10.4555664062,	None,	None,	None,	None,	-0.122060544065,	-0.122060544065
2018-03-27 18:12:25,	tanh,	0.30126953125,	0.653564453125,	4960,	352,	0.315872428045,	GradientDescentOptimizer,	5,	13.4731445312,	2.60400390625,	4.30322265625,	1.66650390625,	12.0815429688,	None,	-0.610452267849,	-0.610452267849
2018-03-27 18:12:25,	elu,	0.55126953125,	0.528564453125,	219,	302,	5.61709434992e-05,	AdamOptimizer,	1,	3.30712890625,	None,	None,	None,	None,	None,	-0.326492530445,	-0.326492530445
2018-03-27 18:12:25,	relu,	0.05126953125,	0.778564453125,	1753,	202,	0.0177628119778,	RMSPropOptimizer,	4,	1.37353515625,	11.9790039062,	14.3666992188,	7.27685546875,	None,	None,	-0.0866508978374,	-0.0866508978374
2018-03-27 18:12:25,	relu,	0.92626953125,	0.591064453125,	130,	277,	0.074905157021,	GradientDescentOptimizer,	3,	15.2309570312,	12.8872070312,	13.6342773438,	None,	None,	None,	-0.390220795021,	-0.390220795021
2018-03-27 18:12:25,	tanh,	0.42626953125,	0.841064453125,	1042,	377,	0.000236870904679,	RMSPropOptimizer,	6,	11.9790039062,	12.4331054688,	4.58154296875,	6.57373046875,	8.78564453125,	14.1030273438,	-0.805846109265,	-0.805846109265
2018-03-27 18:12:25,	elu,	0.67626953125,	0.966064453125,	368,	327,	0.00421222652628,	AdamOptimizer,	2,	3.05810546875,	1.08056640625,	None,	None,	None,	None,	-0.47062424998,	-0.47062424998
2018-03-27 18:12:25,	relu,	0.17626953125,	0.716064453125,	2949,	227,	1.33202298436e-05,	RMSPropOptimizer,	5,	4.09814453125,	15.7290039062,	9.92822265625,	7.29150390625,	10.2065429688,	None,	-0.726241917148,	-0.726241917148
2018-03-27 18:12:25,	elu,	0.20751953125,	0.856689453125,	419,	371,	0.000339438983929,	RMSPropOptimizer,	4,	7.46728515625,	12.4477539062,	13.8979492188,	3.99560546875,	None,	None,	-0.552528336086,	-0.552528336086
2018-03-27 18:12:25,	relu,	0.70751953125,	0.606689453125,	3359,	271,	0.107340031587,	GradientDescentOptimizer,	1,	5.65087890625,	None,	None,	None,	None,	None,	-0.88303254529,	-0.88303254529
2018-03-27 18:12:25,	elu,	0.45751953125,	0.731689453125,	148,	221,	1.90880568044e-05,	GradientDescentOptimizer,	5,	12.0668945312,	13.3852539062,	12.2719726562,	12.4477539062,	1.30029296875,	None,	-0.486150324422,	-0.486150324422
2018-03-27 18:12:25,	tanh,	0.95751953125,	0.981689453125,	1187,	321,	0.00603617356085,	AdamOptimizer,	2,	1.65185546875,	8.11181640625,	None,	None,	None,	None,	-0.823401879358,	-0.823401879358
2018-03-27 18:12:25,	elu,	0.08251953125,	0.669189453125,	249,	396,	0.45264915998,	RMSPropOptimizer,	5,	6.44189453125,	4.01025390625,	6.64697265625,	10.5727539062,	3.17529296875,	None,	-0.53702712778,	-0.53702712778
2018-03-27 18:12:25,	relu,	0.58251953125,	0.919189453125,	1997,	296,	0.0014314023265,	AdamOptimizer,	2,	7.27685546875,	13.7368164062,	None,	None,	None,	None,	-0.431886303238,	-0.431886303238
2018-03-27 18:12:25,	relu,	0.33251953125,	0.794189453125,	706,	246,	0.025454332847,	RMSPropOptimizer,	6,	6.82275390625,	6.33935546875,	15.3627929688,	3.29248046875,	7.37939453125,	11.7592773438,	-0.983412231167,	-0.983412231167
2018-03-27 18:12:25,	tanh,	0.83251953125,	0.544189453125,	5649,	346,	8.04936681165e-05,	GradientDescentOptimizer,	3,	15.6997070312,	5.85595703125,	8.47802734375,	None,	None,	None,	-0.303956853184,	-0.303956853184
2018-03-27 18:12:25,	relu,	0.02001953125,	0.825439453125,	192,	358,	0.052271109533,	GradientDescentOptimizer,	2,	10.0893554688,	9.04931640625,	None,	None,	None,	None,	-0.688454287214,	-0.688454287214
2018-03-27 18:12:25,	elu,	0.52001953125,	0.575439453125,	1540,	258,	0.000165295761948,	RMSPropOptimizer,	5,	3.62939453125,	1.19775390625,	5.70947265625,	13.3852539062,	4.11279296875,	None,	-0.132759249132,	-0.132759249132
2018-03-27 18:12:25,	tanh,	0.27001953125,	0.700439453125,	544,	208,	0.929526378225,	AdamOptimizer,	3,	1.63720703125,	10.5434570312,	3.79052734375,	None,	None,	None,	-0.242601976878,	-0.242601976878
2018-03-27 18:12:25,	relu,	0.77001953125,	0.950439453125,	4356,	308,	0.0029394205004,	GradientDescentOptimizer,	6,	11.5102539062,	9.15185546875,	3.17529296875,	13.6049804688,	15.8168945312,	7.07177734375,	-0.897368185164,	-0.897368185164
2018-03-27 18:12:25,	tanh,	0.14501953125,	0.637939453125,	915,	383,	3.91978023542e-05,	AdamOptimizer,	1,	15.9633789062,	None,	None,	None,	None,	None,	-0.824119326302,	-0.824119326302
2018-03-27 18:12:25,	elu,	0.64501953125,	0.887939453125,	7326,	283,	0.0123954334712,	GradientDescentOptimizer,	4,	8.40478515625,	13.3852539062,	12.9604492188,	12.4331054688,	None,	None,	-0.513084127885,	-0.513084127885
2018-03-27 18:12:25,	tanh,	0.39501953125,	0.762939453125,	323,	233,	0.000697046448452,	AdamOptimizer,	3,	7.26220703125,	4.91845703125,	13.1655273438,	None,	None,	None,	-0.257616951967,	-0.257616951967
2018-03-27 18:12:25,	relu,	0.89501953125,	0.512939453125,	2590,	333,	0.220425441204,	RMSPropOptimizer,	6,	9.63525390625,	11.0268554688,	12.5502929688,	7.97998046875,	2.69189453125,	1.44677734375,	-0.215751836523,	-0.215751836523
2018-03-27 18:12:25,	elu,	0.34033203125,	0.774658203125,	174,	288,	0.00460865521568,	AdamOptimizer,	5,	3.51220703125,	11.3930664062,	7.46728515625,	4.12744140625,	3.76123046875,	None,	-0.659297135699,	-0.659297135699
2018-03-27 18:12:25,	relu,	0.84033203125,	0.524658203125,	1397,	388,	1.4573847432e-05,	GradientDescentOptimizer,	2,	10.6752929688,	14.7915039062,	None,	None,	None,	None,	-0.409940621917,	-0.409940621917
2018-03-27 18:12:25,	elu,	0.09033203125,	0.649658203125,	493,	338,	0.0819547667802,	GradientDescentOptimizer,	6,	15.1430664062,	15.8315429688,	7.27685546875,	10.6752929688,	10.3090820312,	12.5795898438,	-0.625247322065,	-0.625247322065
2018-03-27 18:12:25,	tanh,	0.59033203125,	0.899658203125,	3951,	238,	0.000259163728133,	RMSPropOptimizer,	3,	10.1918945312,	8.08251953125,	12.1108398438,	None,	None,	None,	-0.404980291782,	-0.404980291782
2018-03-27 18:12:25,	elu,	0.46533203125,	0.712158203125,	830,	263,	6.14574050356e-05,	AdamOptimizer,	4,	11.8032226562,	8.11181640625,	3.46826171875,	3.64404296875,	None,	None,	-0.371270606976,	-0.371270606976
2018-03-27 18:12:25,	tanh,	0.96533203125,	0.962158203125,	6645,	363,	0.0194345378996,	RMSPropOptimizer,	1,	5.06494140625,	None,	None,	None,	None,	None,	-0.152805451859,	-0.152805451859
2018-03-27 18:12:25,	relu,	0.21533203125,	0.837158203125,	293,	313,	0.00109288437969,	AdamOptimizer,	6,	13.2680664062,	13.9565429688,	9.15185546875,	1.30029296875,	8.43408203125,	10.7045898438,	-0.762584358601,	-0.762584358601
2018-03-27 18:12:25,	tanh,	0.71533203125,	0.587158203125,	2349,	213,	0.345600385905,	GradientDescentOptimizer,	3,	15.8168945312,	9.95751953125,	6.48583984375,	None,	None,	None,	-0.0870245412687,	-0.0870245412687
2018-03-27 18:12:25,	relu,	0.40283203125,	0.805908203125,	380,	276,	0.00224426542472,	GradientDescentOptimizer,	1,	15.3774414062,	None,	None,	None,	None,	None,	-0.326756991379,	-0.326756991379
2018-03-27 18:12:25,	elu,	0.90283203125,	0.555908203125,	3047,	376,	0.709699041609,	AdamOptimizer,	4,	10.8657226562,	7.17431640625,	4.40576171875,	13.9565429688,	None,	None,	-0.764081624321,	-0.764081624321
2018-03-27 18:12:25,	tanh,	0.15283203125,	0.680908203125,	134,	326,	0.000126204319302,	RMSPropOptimizer,	2,	4.11279296875,	2.60400390625,	None,	None,	None,	None,	-0.226308463124,	-0.226308463124
2018-03-27 18:12:25,	elu,	0.65283203125,	0.930908203125,	1077,	226,	0.0399093099545,	AdamOptimizer,	5,	11.9497070312,	6.70556640625,	15.9047851562,	3.18994140625,	2.82373046875,	None,	-0.919520566878,	-0.919520566878
2018-03-27 18:12:25,	relu,	0.27783203125,	0.743408203125,	226,	251,	0.168296164621,	RMSPropOptimizer,	2,	5.98779296875,	11.9790039062,	None,	None,	None,	None,	-0.164380327983,	-0.164380327983
2018-03-27 18:12:25,	elu,	0.77783203125,	0.993408203125,	1811,	351,	0.000532199201672,	GradientDescentOptimizer,	5,	6.32470703125,	8.58056640625,	6.52978515625,	5.06494140625,	4.69873046875,	None,	-0.715476185648,	-0.715476185648
2018-03-27 18:12:25,	tanh,	0.02783203125,	0.868408203125,	640,	301,	0.00946398882372,	RMSPropOptimizer,	3,	7.37939453125,	9.02001953125,	14.9233398438,	None,	None,	None,	-0.0107739070458,	-0.0107739070458
2018-03-27 18:12:25,	relu,	0.52783203125,	0.618408203125,	5124,	201,	2.99277604333e-05,	AdamOptimizer,	6,	2.95556640625,	3.64404296875,	11.9643554688,	5.98779296875,	1.87158203125,	2.26708984375,	-0.134300881566,	-0.134300881566
2018-03-27 18:12:25,	tanh,	0.62158203125,	0.946533203125,	729,	394,	0.000371384880164,	AdamOptimizer,	6,	13.7368164062,	9.73779296875,	9.62060546875,	9.26904296875,	1.40283203125,	2.73583984375,	-0.116489481945,	-0.116489481945
2018-03-27 18:12:25,	elu,	0.12158203125,	0.696533203125,	5835,	294,	0.117442210987,	RMSPropOptimizer,	3,	1.28564453125,	15.1137695312,	10.7045898438,	None,	None,	None,	-0.899358851393,	-0.899358851393
2018-03-27 18:12:25,	relu,	0.87158203125,	0.571533203125,	257,	244,	2.08845065667e-05,	AdamOptimizer,	4,	12.2719726562,	2.01806640625,	1.12451171875,	8.80029296875,	None,	None,	-0.664890621226,	-0.664890621226
2018-03-27 18:12:25,	elu,	0.37158203125,	0.821533203125,	2063,	344,	0.00660426085596,	GradientDescentOptimizer,	1,	10.2211914062,	None,	None,	None,	None,	None,	-0.669862792303,	-0.669862792303
2018-03-27 18:12:25,	tanh,	0.74658203125,	0.509033203125,	153,	369,	0.495249697281,	AdamOptimizer,	6,	15.6118164062,	11.6127929688,	7.74560546875,	3.64404296875,	14.5278320312,	8.36083984375,	-0.408604371069,	-0.408604371069
2018-03-27 18:12:25,	relu,	0.24658203125,	0.759033203125,	1226,	269,	0.00156611705392,	RMSPropOptimizer,	3,	6.91064453125,	1.98876953125,	5.07958984375,	None,	None,	None,	-0.327418072899,	-0.327418072899
2018-03-27 18:12:25,	tanh,	0.99658203125,	0.884033203125,	433,	219,	0.0278499371069,	GradientDescentOptimizer,	5,	3.98095703125,	5.29931640625,	10.7485351562,	9.28369140625,	8.91748046875,	None,	-0.923366190575,	-0.923366190575
2018-03-27 18:12:25,	elu,	0.49658203125,	0.634033203125,	3470,	319,	8.80692339502e-05,	RMSPropOptimizer,	2,	2.70654296875,	6.82275390625,	None,	None,	None,	None,	-0.354163079021,	-0.354163079021
2018-03-27 18:12:25,	relu,	0.68408203125,	0.977783203125,	334,	382,	0.013562014949,	RMSPropOptimizer,	3,	9.72314453125,	14.1762695312,	2.26708984375,	None,	None,	None,	-0.085384533076,	-0.085384533076
2018-03-27 18:12:25,	tanh,	0.18408203125,	0.727783203125,	2675,	282,	4.28868569e-05,	GradientDescentOptimizer,	6,	3.42431640625,	6.92529296875,	10.5581054688,	13.9565429688,	7.96533203125,	11.1733398438,	-0.431076870925,	-0.431076870925
2018-03-27 18:12:25,	elu,	0.93408203125,	0.602783203125,	946,	232,	0.241170519424,	RMSPropOptimizer,	1,	13.0336914062,	None,	None,	None,	None,	None,	-0.805229139978,	-0.805229139978
2018-03-27 18:12:25,	relu,	0.43408203125,	0.852783203125,	7568,	332,	0.000762648145866,	AdamOptimizer,	4,	7.58447265625,	2.95556640625,	11.4370117188,	2.23779296875,	None,	None,	-0.580147344067,	-0.580147344067
2018-03-27 18:12:25,	relu,	0.55908203125,	0.540283203125,	562,	357,	1.01700764771e-05,	GradientDescentOptimizer,	2,	9.26904296875,	9.63525390625,	None,	None,	None,	None,	-0.0271818773295,	-0.0271818773295
2018-03-27 18:12:25,	tanh,	0.05908203125,	0.790283203125,	4500,	257,	0.00321606056458,	AdamOptimizer,	5,	10.5434570312,	9.98681640625,	4.18603515625,	10.2211914062,	11.7299804688,	None,	-0.29152956611,	-0.29152956611
2018-03-27 18:12:25,	elu,	0.80908203125,	0.915283203125,	198,	207,	0.000180852375978,	RMSPropOptimizer,	1,	3.65869140625,	None,	None,	None,	None,	None,	-0.0424409246588,	-0.0424409246588
2018-03-27 18:12:25,	tanh,	0.30908203125,	0.665283203125,	1591,	307,	0.0571905428343,	GradientDescentOptimizer,	4,	13.2094726562,	1.08056640625,	2.06201171875,	7.86279296875,	None,	None,	-0.631916687068,	-0.631916687068
2018-03-27 18:12:25,	elu,	0.76220703125,	0.751220703125,	527,	241,	5.13392144e-05,	AdamOptimizer,	1,	5.76806640625,	None,	None,	None,	None,	None,	-0.430635910109,	-0.430635910109
2018-03-27 18:12:25,	tanh,	0.26220703125,	0.501220703125,	4216,	341,	0.0162348850788,	GradientDescentOptimizer,	4,	5.00634765625,	10.2211914062,	2.29638671875,	13.7221679688,	None,	None,	-0.580270872637,	-0.580270872637
2018-03-27 18:12:25,	elu,	0.51220703125,	0.626220703125,	186,	391,	0.000912954678951,	AdamOptimizer,	3,	14.6450195312,	5.50439453125,	10.0014648438,	None,	None,	None,	-0.484643534909,	-0.484643534909
2018-03-27 18:12:25,	relu,	0.01220703125,	0.876220703125,	1490,	291,	0.288701618599,	RMSPropOptimizer,	6,	15.8461914062,	15.1284179688,	9.85498046875,	8.56591796875,	8.19970703125,	5.31396484375,	-0.868577495689,	-0.868577495689
2018-03-27 18:12:25,	relu,	0.88720703125,	0.688720703125,	313,	216,	0.00384989795902,	GradientDescentOptimizer,	1,	11.3930664062,	None,	None,	None,	None,	None,	-0.380212815957,	-0.380212815957
2018-03-27 18:12:25,	tanh,	0.38720703125,	0.938720703125,	2507,	316,	1.21744463097e-05,	RMSPropOptimizer,	4,	14.3813476562,	12.0961914062,	11.6713867188,	11.8471679688,	None,	None,	-0.059433393481,	-0.059433393481
2018-03-27 18:12:25,	elu,	0.63720703125,	0.813720703125,	886,	366,	0.0684619427128,	AdamOptimizer,	2,	6.69091796875,	14.5571289062,	None,	None,	None,	None,	-0.122060806898,	-0.122060806898
2018-03-27 18:12:25,	relu,	0.13720703125,	0.563720703125,	7092,	266,	0.000216495672013,	RMSPropOptimizer,	5,	12.6528320312,	1.31494140625,	1.60791015625,	5.29931640625,	13.8393554688,	None,	-0.738566385414,	-0.738566385414
2018-03-27 18:12:25,	tanh,	0.94970703125,	0.782470703125,	143,	229,	0.140588312721,	GradientDescentOptimizer,	4,	15.3188476562,	11.1586914062,	10.7338867188,	5.28466796875,	None,	None,	-0.659567374564,	-0.659567374564
2018-03-27 18:12:25,	relu,	0.44970703125,	0.532470703125,	1149,	329,	0.000444579280597,	AdamOptimizer,	1,	1.08056640625,	None,	None,	None,	None,	None,	-0.50670955652,	-0.50670955652
2018-03-27 18:12:25,	relu,	0.69970703125,	0.657470703125,	406,	379,	0.00790586180816,	RMSPropOptimizer,	6,	1.78369140625,	1.06591796875,	10.7924804688,	13.2534179688,	1.63720703125,	15.6264648438,	-0.914264125687,	-0.914264125687
2018-03-27 18:12:25,	elu,	0.19970703125,	0.907470703125,	3251,	279,	2.50005301803e-05,	GradientDescentOptimizer,	3,	8.08251953125,	6.44189453125,	3.43896484375,	None,	None,	None,	-0.110800539073,	-0.110800539073
2018-03-27 18:12:25,	tanh,	0.82470703125,	0.719970703125,	683,	204,	0.00187477528125,	RMSPropOptimizer,	5,	6.09033203125,	13.5024414062,	10.0454101562,	6.23681640625,	14.7768554688,	None,	-0.409069316556,	-0.409069316556
2018-03-27 18:12:25,	relu,	0.32470703125,	0.969970703125,	5468,	304,	0.592855998972,	AdamOptimizer,	2,	15.1284179688,	2.36962890625,	None,	None,	None,	None,	-0.279238077369,	-0.279238077369
2018-03-27 18:12:25,	tanh,	0.57470703125,	0.844970703125,	241,	354,	0.000105426361609,	GradientDescentOptimizer,	6,	3.65869140625,	2.94091796875,	5.16748046875,	7.62841796875,	14.7622070312,	10.0014648438,	-0.490597902912,	-0.490597902912
2018-03-27 18:12:25,	elu,	0.07470703125,	0.594970703125,	1933,	254,	0.0333387428109,	AdamOptimizer,	3,	2.45751953125,	12.0668945312,	12.8139648438,	None,	None,	None,	-0.322263830465,	-0.322263830465
2018-03-27 18:12:25,	relu,	0.04345703125,	0.954345703125,	275,	347,	0.849570098868,	GradientDescentOptimizer,	2,	13.7221679688,	7.52587890625,	None,	None,	None,	None,	-0.365277528218,	-0.365277528218
2018-03-27 18:12:25,	elu,	0.54345703125,	0.704345703125,	2201,	247,	0.0026865765444,	RMSPropOptimizer,	5,	14.0590820312,	15.8461914062,	12.3891601562,	15.1430664062,	7.74560546875,	None,	-0.0854394155362,	-0.0854394155362
2018-03-27 18:12:25,	tanh,	0.29345703125,	0.579345703125,	778,	297,	0.0477748375239,	AdamOptimizer,	1,	7.17431640625,	None,	None,	None,	None,	None,	-0.8852863692,	-0.8852863692
2018-03-27 18:12:25,	elu,	0.79345703125,	0.829345703125,	6227,	397,	0.00015107730142,	RMSPropOptimizer,	4,	10.1625976562,	13.5024414062,	10.2651367188,	2.00341796875,	None,	None,	-0.208321201791,	-0.208321201791
2018-03-27 18:12:25,	tanh,	0.16845703125,	0.516845703125,	462,	322,	0.000637087697563,	AdamOptimizer,	3,	1.98876953125,	3.16064453125,	6.72021484375,	None,	None,	None,	-0.0660512455987,	-0.0660512455987
2018-03-27 18:12:25,	elu,	0.66845703125,	0.766845703125,	3703,	222,	0.201464819357,	GradientDescentOptimizer,	6,	15.3774414062,	11.8471679688,	9.38623046875,	1.53466796875,	1.16845703125,	15.1577148438,	-0.782955236189,	-0.782955236189
2018-03-27 18:12:25,	tanh,	0.41845703125,	0.891845703125,	163,	272,	3.5826074011e-05,	GradientDescentOptimizer,	1,	9.04931640625,	None,	None,	None,	None,	None,	-0.988750294364,	-0.988750294364
2018-03-27 18:12:25,	relu,	0.91845703125,	0.641845703125,	1309,	372,	0.0113291993497,	RMSPropOptimizer,	4,	4.53759765625,	15.3774414062,	4.64013671875,	7.62841796875,	None,	None,	-0.650901677427,	-0.650901677427
2018-03-27 18:12:25,	elu,	0.23095703125,	0.985595703125,	1009,	335,	1.74461345975e-05,	RMSPropOptimizer,	6,	3.18994140625,	7.15966796875,	6.57373046875,	15.5971679688,	9.60595703125,	2.97021484375,	-0.365197254468,	-0.365197254468
2018-03-27 18:12:25,	relu,	0.73095703125,	0.735595703125,	8076,	235,	0.00551695216941,	AdamOptimizer,	3,	14.1762695312,	13.4731445312,	3.90771484375,	None,	None,	None,	-0.47149420494,	-0.47149420494
2018-03-27 18:12:25,	elu,	0.48095703125,	0.610595703125,	356,	285,	0.000310241019396,	GradientDescentOptimizer,	5,	5.62158203125,	3.65869140625,	5.82666015625,	14.2055664062,	4.93310546875,	None,	-0.245794160916,	-0.245794160916
2018-03-27 18:12:25,	tanh,	0.98095703125,	0.860595703125,	2855,	385,	0.0981068244903,	AdamOptimizer,	2,	5.28466796875,	10.3383789062,	None,	None,	None,	None,	-0.895855144616,	-0.895855144616
2018-03-27 18:12:25,	tanh,	0.560098414745,	0.836650011377,	597,	310,	2.47096902481e-05,	AdamOptimizer,	4,	8.53721840868,	4.14268715868,	14.9678824712,	4.33192221632,	None,	None,	-0.688331037311,	-0.688331037311
2018-03-27 18:12:25,	elu,	0.0600984147451,	0.586650011377,	4519,	213,	0.00781389014611,	RMSPropOptimizer,	1,	14.6895621587,	None,	None,	None,	None,	None,	-0.341224756733,	-0.341224756733
2018-03-27 18:12:25,	relu,	0.810098414745,	0.711650011377,	211,	263,	0.000439407333966,	AdamOptimizer,	6,	12.1114371587,	9.01942221632,	13.6202262212,	15.1436637212,	2.55946127882,	14.7042105962,	-0.243191559496,	-0.243191559496
2018-03-27 18:12:25,	elu,	0.310098414745,	0.954853894873,	1608,	360,	0.118824538501,	GradientDescentOptimizer,	3,	8.33214028368,	9.73839028368,	1.78309409132,	None,	None,	None,	-0.927435890885,	-0.927435890885
2018-03-27 18:12:25,	tanh,	0.685098414745,	0.649150011377,	355,	335,	0.0281777386188,	AdamOptimizer,	4,	3.11610190382,	2.26768715868,	5.79676596632,	6.20692221632,	None,	None,	-0.213384068323,	-0.213384068323
2018-03-27 18:12:25,	relu,	0.185098414745,	0.892353894873,	2687,	238,	0.000104199899784,	RMSPropOptimizer,	1,	1.76844565382,	None,	None,	None,	None,	None,	-0.96092455412,	-0.96092455412
2018-03-27 18:12:25,	relu,	0.935098414745,	0.774150011377,	950,	288,	0.501078924072,	GradientDescentOptimizer,	5,	12.1993277837,	11.8465706538,	4.17078940382,	11.1739371587,	12.2139762212,	None,	-0.363150480686,	-0.363150480686
2018-03-27 18:12:25,	elu,	0.435098414745,	0.524150011377,	7600,	385,	0.00185296536314,	RMSPropOptimizer,	2,	6.67567221632,	8.71299965868,	None,	None,	None,	None,	-0.800616024635,	-0.800616024635
2018-03-27 18:12:25,	tanh,	0.981973414745,	0.931416394873,	292,	266,	0.00935389092385,	RMSPropOptimizer,	6,	7.39344565382,	2.22254721632,	14.7921012212,	11.3631722163,	2.32508627882,	2.01746909132,	-0.962791539716,	-0.962791539716
2018-03-27 18:12:25,	elu,	0.481973414745,	0.688212511377,	2211,	363,	2.95796003041e-05,	AdamOptimizer,	3,	1.27039877882,	4.55164877882,	9.04871909132,	None,	None,	None,	-0.0762216715429,	-0.0762216715429
2018-03-27 18:12:25,	relu,	0.731973414745,	0.563212511377,	781,	313,	0.142243076295,	RMSPropOptimizer,	4,	11.5840934087,	9.06456215868,	5.90271229326,	15.6124137212,	None,	None,	-0.592714328979,	-0.592714328979
2018-03-27 18:12:25,	elu,	0.231973414745,	0.813212511377,	6254,	216,	0.00052600794178,	GradientDescentOptimizer,	1,	7.89268715868,	None,	None,	None,	None,	None,	-0.568563918777,	-0.568563918777
2018-03-27 18:12:25,	tanh,	0.856973414745,	0.625712511377,	491,	291,	0.000124736140211,	RMSPropOptimizer,	5,	10.5587027837,	3.64344565382,	1.59266440382,	8.12706215868,	11.0421012212,	None,	-0.646636613403,	-0.646636613403
2018-03-27 18:12:25,	relu,	0.356973414745,	0.868916394873,	3718,	388,	0.0337311490938,	GradientDescentOptimizer,	2,	11.3936637212,	15.0411246587,	None,	None,	None,	None,	-0.998681074545,	-0.998681074545
2018-03-27 18:12:25,	tanh,	0.606973414745,	0.993916394873,	173,	338,	0.00221815709824,	GradientDescentOptimizer,	4,	2.41297690382,	10.9395621587,	15.2022574712,	9.98741372118,	None,	None,	-0.922345167405,	-0.922345167405
2018-03-27 18:12:25,	elu,	0.106973414745,	0.750712511377,	1314,	241,	0.599834079104,	AdamOptimizer,	1,	9.76768715868,	None,	None,	None,	None,	None,	-0.372142443395,	-0.372142443395
2018-03-27 18:12:25,	elu,	0.794473414745,	0.900166394873,	606,	253,	0.00108017047256,	AdamOptimizer,	3,	9.50401528368,	3.61414877882,	4.36121909132,	None,	None,	None,	-0.546374926991,	-0.546374926991
2018-03-27 18:12:25,	tanh,	0.294473414745,	0.656962511377,	4822,	351,	0.292099717011,	GradientDescentOptimizer,	5,	13.3712027837,	2.70594565382,	4.40516440382,	1.56456215868,	11.9796012212,	None,	-0.199364039344,	-0.199364039344
