activation, dropout, momentum, minibatch_size, n_epochs, learning_rate, optimizer, nn_structure, train_r2, test_r2
elu, None, None, 64, 9, 0.001, AdamOptimizer, 3---3---3, 0.26492090682513403, 0.21024928672577792
elu, None, None, 64, 10, 0.001, AdamOptimizer, 3---3---3, 0.26925241041123105, 0.21069462440376652
elu, None, None, 64, 10, 0.001, AdamOptimizer, 3---3---3, 0.27236436162734035, 0.20696269687256674
elu, None, None, 64, 11, 0.001, AdamOptimizer, 3---3---3, 0.27391303368453346, 0.20528514271200282
elu, None, None, 64, 12, 0.001, AdamOptimizer, 3---3---3, 0.2779835289579793, 0.20731179509340614
elu, None, None, 64, 0, 0.001, AdamOptimizer, 3---6---3, -0.010501617360314297, 0.07068240485251664
elu, None, None, 64, 1, 0.001, AdamOptimizer, 3---6---3, 0.13708399864676502, 0.20662680979239578
elu, None, None, 64, 1, 0.001, AdamOptimizer, 3---6---3, 0.1704773566880644, 0.22086109542457555
elu, None, None, 64, 2, 0.001, AdamOptimizer, 3---6---3, 0.185381819617497, 0.2149220802880334
elu, None, None, 64, 3, 0.001, AdamOptimizer, 3---6---3, 0.2005216304514712, 0.20886751532698367
elu, None, None, 64, 3, 0.001, AdamOptimizer, 3---6---3, 0.21352154849804073, 0.22700675473008913
elu, None, None, 64, 4, 0.001, AdamOptimizer, 3---6---3, 0.23015952551348517, 0.21430495785074355
elu, None, None, 64, 5, 0.001, AdamOptimizer, 3---6---3, 0.23715512789150062, 0.2150438413719552
elu, None, None, 64, 5, 0.001, AdamOptimizer, 3---6---3, 0.24313241005103625, 0.20860093702836346
elu, None, None, 64, 6, 0.001, AdamOptimizer, 3---6---3, 0.24746093313106599, 0.21109532711571255
elu, None, None, 64, 7, 0.001, AdamOptimizer, 3---6---3, 0.25162716477992986, 0.20571986937868314
elu, None, None, 64, 7, 0.001, AdamOptimizer, 3---6---3, 0.2558573996878388, 0.1930624743251148
elu, None, None, 64, 8, 0.001, AdamOptimizer, 3---6---3, 0.2595341142030897, 0.190103956868503
elu, None, None, 64, 0, 0.001, AdamOptimizer, 3---1-2---3, 0.04575916723242501, 0.045765934344515036
elu, None, None, 64, 1, 0.001, AdamOptimizer, 3---1-2---3, 0.17010049712511544, 0.18131115499569772
elu, None, None, 64, 1, 0.001, AdamOptimizer, 3---1-2---3, 0.18958127675212777, 0.18791803102754534
elu, None, None, 64, 2, 0.001, AdamOptimizer, 3---1-2---3, 0.20647833046364195, 0.20117317199942475
elu, None, None, 64, 3, 0.001, AdamOptimizer, 3---1-2---3, 0.22017114805983196, 0.2036792271374147
elu, None, None, 64, 3, 0.001, AdamOptimizer, 3---1-2---3, 0.2302258877266381, 0.21108956976076887
elu, None, None, 64, 4, 0.001, AdamOptimizer, 3---1-2---3, 0.23785657684755845, 0.20953956284862885
elu, None, None, 64, 5, 0.001, AdamOptimizer, 3---1-2---3, 0.2443910840995268, 0.21944562061343442
elu, None, None, 64, 5, 0.001, AdamOptimizer, 3---1-2---3, 0.24875617150871732, 0.21925267947095406
elu, None, None, 64, 6, 0.001, AdamOptimizer, 3---1-2---3, 0.25279846942147255, 0.2233297075756414
elu, None, None, 64, 7, 0.001, AdamOptimizer, 3---1-2---3, 0.2569261832669377, 0.21495892629658264
elu, None, None, 64, 7, 0.001, AdamOptimizer, 3---1-2---3, 0.25807431944416415, 0.21278380163906707
elu, None, None, 64, 8, 0.001, AdamOptimizer, 3---1-2---3, 0.26396524060547644, 0.20015712615756998
elu, None, None, 64, 8, 0.001, AdamOptimizer, 3---1-2---3, 0.26893138499592006, 0.20367594694297464
elu, None, None, 64, 9, 0.001, AdamOptimizer, 3---1-2---3, 0.27158925369629794, 0.18672886988734727
elu, None, None, 64, 0, 0.001, AdamOptimizer, 3---6---6---3, 0.0780017808145963, 0.11843052629331452
elu, None, None, 64, 1, 0.001, AdamOptimizer, 3---6---6---3, 0.13808040166364788, 0.1472888378539754
elu, None, None, 64, 1, 0.001, AdamOptimizer, 3---6---6---3, 0.18130143951380517, 0.16225955789523294
elu, None, None, 64, 2, 0.001, AdamOptimizer, 3---6---6---3, 0.2147338380873468, 0.18430190963341464
elu, None, None, 64, 3, 0.001, AdamOptimizer, 3---6---6---3, 0.2439735041620591, 0.19861450873711817
elu, None, None, 64, 3, 0.001, AdamOptimizer, 3---6---6---3, 0.2549820280427073, 0.21706397984780024
elu, None, None, 64, 4, 0.001, AdamOptimizer, 3---6---6---3, 0.259706954229467, 0.18262420792800138
elu, None, None, 64, 5, 0.001, AdamOptimizer, 3---6---6---3, 0.2741800585241443, 0.18086592516619737
elu, None, None, 64, 5, 0.001, AdamOptimizer, 3---6---6---3, 0.28243278992377985, 0.18192600855024665
elu, None, None, 64, 6, 0.001, AdamOptimizer, 3---6---6---3, 0.2886429541411125, 0.17020122161584672
elu, None, None, 64, 7, 0.001, AdamOptimizer, 3---6---6---3, 0.2935849885487133, 0.1612161374632065
elu, None, None, 64, 7, 0.001, AdamOptimizer, 3---6---6---3, 0.2974805617741285, 0.1362538093510115
elu, None, None, 64, 8, 0.001, AdamOptimizer, 3---6---6---3, 0.3008643332529579, 0.13925813162315093
elu, None, None, 64, 8, 0.001, AdamOptimizer, 3---6---6---3, 0.3024976029612896, 0.13700516642515315
elu, None, None, 64, 9, 0.001, AdamOptimizer, 3---6---6---3, 0.30553353372771863, 0.1192317665991317
elu, None, None, 64, 0, 0.001, AdamOptimizer, 3---6---1-2---3, 0.24514056411325746, 0.20795008656639058
elu, None, None, 64, 1, 0.001, AdamOptimizer, 3---6---1-2---3, 0.2564196948594154, 0.19374392218750913
elu, None, None, 64, 1, 0.001, AdamOptimizer, 3---6---1-2---3, 0.26475224665580166, 0.16933669048967304
elu, None, None, 64, 2, 0.001, AdamOptimizer, 3---6---1-2---3, 0.27185892085159036, 0.17209355542879712
elu, None, None, 64, 3, 0.001, AdamOptimizer, 3---6---1-2---3, 0.27649461035075273, 0.16327879475247098
elu, None, None, 64, 3, 0.001, AdamOptimizer, 3---6---1-2---3, 0.2789202615201083, 0.16900825599679126
elu, None, None, 64, 4, 0.001, AdamOptimizer, 3---6---1-2---3, 0.2821074683209611, 0.14929324316126746
elu, None, None, 64, 5, 0.001, AdamOptimizer, 3---6---1-2---3, 0.2866814728553704, 0.14304764315649832
elu, None, None, 64, 0, 0.001, AdamOptimizer, 3---2-4---3, 0.12710834813619443, 0.12399321953793319
elu, None, None, 64, 1, 0.001, AdamOptimizer, 3---2-4---3, 0.17178283149888807, 0.18123171192534415
elu, None, None, 64, 1, 0.001, AdamOptimizer, 3---2-4---3, 0.2031004332966183, 0.19004693108523907
elu, None, None, 64, 2, 0.001, AdamOptimizer, 3---2-4---3, 0.22556876711174934, 0.18861618010061332
elu, None, None, 64, 3, 0.001, AdamOptimizer, 3---2-4---3, 0.23892455258764123, 0.20308197408485307
elu, None, None, 64, 3, 0.001, AdamOptimizer, 3---2-4---3, 0.24200468013369736, 0.20445013276949897
elu, None, None, 64, 4, 0.001, AdamOptimizer, 3---2-4---3, 0.25607722794902144, 0.22434297698201922
elu, None, None, 64, 5, 0.001, AdamOptimizer, 3---2-4---3, 0.2653447391436474, 0.19574433213820797
elu, None, None, 64, 5, 0.001, AdamOptimizer, 3---2-4---3, 0.2745985884932265, 0.21220316682636697
elu, None, None, 64, 6, 0.001, AdamOptimizer, 3---2-4---3, 0.2734365830973756, 0.2452291859528063
elu, None, None, 64, 7, 0.001, AdamOptimizer, 3---2-4---3, 0.28293328951033125, 0.23669113861707147
elu, None, None, 64, 7, 0.001, AdamOptimizer, 3---2-4---3, 0.2883882070153252, 0.1994893272692364
elu, None, None, 64, 8, 0.001, AdamOptimizer, 3---2-4---3, 0.2923345703310841, 0.20175165136450401
elu, None, None, 64, 8, 0.001, AdamOptimizer, 3---2-4---3, 0.29782760833043775, 0.2225670491821462
elu, None, None, 64, 9, 0.001, AdamOptimizer, 3---2-4---3, 0.30052521356741124, 0.2366912662778342
elu, None, None, 64, 10, 0.001, AdamOptimizer, 3---2-4---3, 0.3028611490328915, 0.1983567593911607
elu, None, None, 64, 10, 0.001, AdamOptimizer, 3---2-4---3, 0.31029469237487606, 0.2094250469924639
elu, None, None, 64, 11, 0.001, AdamOptimizer, 3---2-4---3, 0.3090731068597109, 0.21371701515192965
elu, None, None, 64, 12, 0.001, AdamOptimizer, 3---2-4---3, 0.3171386916950226, 0.22523334111105908
elu, None, None, 64, 12, 0.001, AdamOptimizer, 3---2-4---3, 0.3183698054409815, 0.19708346890810335
elu, None, None, 64, 13, 0.001, AdamOptimizer, 3---2-4---3, 0.3165353592649742, 0.21469156856449034
elu, None, None, 64, 14, 0.001, AdamOptimizer, 3---2-4---3, 0.32489734846253215, 0.1974854638340987
elu, None, None, 64, 0, 0.001, AdamOptimizer, 3---1-2-8---3, 0.1918144733252375, 0.16966705729450693
elu, None, None, 64, 1, 0.001, AdamOptimizer, 3---1-2-8---3, 0.2175509014272754, 0.17302985206149257
elu, None, None, 64, 1, 0.001, AdamOptimizer, 3---1-2-8---3, 0.22780081465162205, 0.169899889515163
elu, None, None, 64, 2, 0.001, AdamOptimizer, 3---1-2-8---3, 0.2251571847483379, 0.1481209625225175
elu, None, None, 64, 3, 0.001, AdamOptimizer, 3---1-2-8---3, 0.24333362189040564, 0.20615881739149633
elu, None, None, 64, 3, 0.001, AdamOptimizer, 3---1-2-8---3, 0.25076098589510964, 0.20003317864994574
elu, None, None, 64, 4, 0.001, AdamOptimizer, 3---1-2-8---3, 0.2570960370091401, 0.20617646094913
elu, None, None, 64, 5, 0.001, AdamOptimizer, 3---1-2-8---3, 0.26167787806031895, 0.19217663223212766
elu, None, None, 64, 5, 0.001, AdamOptimizer, 3---1-2-8---3, 0.2619191505342868, 0.21103503835655146
elu, None, None, 64, 0, 0.001, AdamOptimizer, 3---3-2---3, 0.12757427182873238, 0.06046249102193568
elu, None, None, 64, 1, 0.001, AdamOptimizer, 3---3-2---3, 0.16045112653065363, 0.12715601843146507
elu, None, None, 64, 1, 0.001, AdamOptimizer, 3---3-2---3, 0.1902567318045385, 0.17111046219529014
elu, None, None, 64, 2, 0.001, AdamOptimizer, 3---3-2---3, 0.21158787366093068, 0.18734699856952508
elu, None, None, 64, 3, 0.001, AdamOptimizer, 3---3-2---3, 0.21726956522108898, 0.20947222854703695
elu, None, None, 64, 3, 0.001, AdamOptimizer, 3---3-2---3, 0.23453518265125872, 0.21124196069657597
elu, None, None, 64, 4, 0.001, AdamOptimizer, 3---3-2---3, 0.24280915961285954, 0.20855748113908468
elu, None, None, 64, 5, 0.001, AdamOptimizer, 3---3-2---3, 0.24953686412187825, 0.22359198049655182
elu, None, None, 64, 5, 0.001, AdamOptimizer, 3---3-2---3, 0.2540752071096083, 0.21544278442572473
elu, None, None, 64, 6, 0.001, AdamOptimizer, 3---3-2---3, 0.2596876229394943, 0.2155007031187295
elu, None, None, 64, 7, 0.001, AdamOptimizer, 3---3-2---3, 0.26187345951584695, 0.21567888598118568
elu, None, None, 64, 7, 0.001, AdamOptimizer, 3---3-2---3, 0.26640079180289644, 0.22871534268949278
elu, None, None, 64, 8, 0.001, AdamOptimizer, 3---3-2---3, 0.27094437654121684, 0.2215977061632587
elu, None, None, 64, 8, 0.001, AdamOptimizer, 3---3-2---3, 0.2738564546028419, 0.21410312355544292
elu, None, None, 64, 9, 0.001, AdamOptimizer, 3---3-2---3, 0.2749114211635233, 0.20784494775515505
elu, None, None, 16, 0, 0.001, AdamOptimizer, 3---3-2---3, 0.06556952883921263, 0.09927103850298102
elu, None, None, 16, 0, 0.001, AdamOptimizer, 3---3-2---3, 0.1379723047059791, 0.21258949546281913
elu, None, None, 16, 0, 0.001, AdamOptimizer, 3---3-2---3, 0.18084420147518832, 0.2080273072972153
elu, None, None, 16, 0, 0.001, AdamOptimizer, 3---3-2---3, 0.21430838099444927, 0.21327488385554594
elu, None, None, 16, 0, 0.001, AdamOptimizer, 3---3-2---3, 0.23267071240808745, 0.21922001246283707
elu, None, None, 16, 0, 0.001, AdamOptimizer, 3---3-2---3, 0.24121124066079913, 0.20108853640481894
elu, None, None, 16, 1, 0.001, AdamOptimizer, 3---3-2---3, 0.2542695218598595, 0.22775552430830437
elu, None, None, 16, 1, 0.001, AdamOptimizer, 3---3-2---3, 0.2664312771998014, 0.22938784862543915
elu, None, None, 16, 1, 0.001, AdamOptimizer, 3---3-2---3, 0.2597711770779708, 0.2291186770195277
elu, None, None, 16, 1, 0.001, AdamOptimizer, 3---3-2---3, 0.2779938275314837, 0.22011840501197166
elu, None, None, 16, 1, 0.001, AdamOptimizer, 3---3-2---3, 0.28300621382929825, 0.207926601729563
elu, None, None, 16, 1, 0.001, AdamOptimizer, 3---3-2---3, 0.27981749913098464, 0.21312075776116257
elu, None, None, 16, 2, 0.001, AdamOptimizer, 3---3-2---3, 0.2838623294155823, 0.1895752644521408
elu, None, None, 16, 2, 0.001, AdamOptimizer, 3---3-2---3, 0.2852646624671564, 0.20768055930407936
elu, None, None, 16, 2, 0.001, AdamOptimizer, 3---3-2---3, 0.28737295367980487, 0.20479188989765573
elu, None, None, 64, 0, 0.0005, AdamOptimizer, 3---3-2---3, -0.0038207127617553294, 0.03733890546857699
elu, None, None, 64, 1, 0.0005, AdamOptimizer, 3---3-2---3, 0.21811422699384286, 0.20153374472528696
elu, None, None, 64, 1, 0.0005, AdamOptimizer, 3---3-2---3, 0.23107457839825218, 0.2127348504858314
elu, None, None, 64, 2, 0.0005, AdamOptimizer, 3---3-2---3, 0.23481805442794546, 0.20882757621210501
elu, None, None, 64, 3, 0.0005, AdamOptimizer, 3---3-2---3, 0.23787923112173837, 0.21320007817884867
elu, None, None, 64, 3, 0.0005, AdamOptimizer, 3---3-2---3, 0.24190694191412632, 0.2215627465222988
elu, None, None, 64, 4, 0.0005, AdamOptimizer, 3---3-2---3, 0.24366864377718944, 0.21189326941253128
elu, None, None, 64, 5, 0.0005, AdamOptimizer, 3---3-2---3, 0.24718693632829147, 0.22277305826552207
elu, None, None, 64, 5, 0.0005, AdamOptimizer, 3---3-2---3, 0.25033187303299187, 0.2108192772073747
elu, None, None, 64, 6, 0.0005, AdamOptimizer, 3---3-2---3, 0.25281317655377733, 0.22192970400799694
elu, None, None, 64, 7, 0.0005, AdamOptimizer, 3---3-2---3, 0.25546820272512816, 0.21847811323564625
elu, None, None, 64, 7, 0.0005, AdamOptimizer, 3---3-2---3, 0.2582514893852218, 0.2110686531714685
elu, None, None, 64, 8, 0.0005, AdamOptimizer, 3---3-2---3, 0.26080219670960647, 0.21271899131952787
elu, None, None, 64, 8, 0.0005, AdamOptimizer, 3---3-2---3, 0.2610815088982644, 0.20959169071882244
elu, None, None, 64, 9, 0.0005, AdamOptimizer, 3---3-2---3, 0.26474054672480907, 0.21303802441504927
elu, None, None, 64, 10, 0.0005, AdamOptimizer, 3---3-2---3, 0.26814255993230507, 0.2109134220514669
elu, None, None, 64, 10, 0.0005, AdamOptimizer, 3---3-2---3, 0.2697740314786473, 0.208932885135507
elu, None, None, 64, 11, 0.0005, AdamOptimizer, 3---3-2---3, 0.27202135422862406, 0.20279586728519627
elu, None, None, 64, 12, 0.0005, AdamOptimizer, 3---3-2---3, 0.27529376280183815, 0.2118218851046777
elu, None, None, 64, 12, 0.0005, AdamOptimizer, 3---3-2---3, 0.27165508287681595, 0.2046496789778276
elu, None, None, 64, 13, 0.0005, AdamOptimizer, 3---3-2---3, 0.2793760032979692, 0.20043420272392365
elu, None, None, 64, 0, 0.0001, AdamOptimizer, 3---3-2---3, 0.13998474982953424, 0.17821486230734007
elu, None, None, 64, 1, 0.0001, AdamOptimizer, 3---3-2---3, 0.16062761286487126, 0.19149885134246591
elu, None, None, 64, 1, 0.0001, AdamOptimizer, 3---3-2---3, 0.17168900285020472, 0.19923848486364404
elu, None, None, 64, 2, 0.0001, AdamOptimizer, 3---3-2---3, 0.17919746496622824, 0.20012088570581088
elu, None, None, 64, 3, 0.0001, AdamOptimizer, 3---3-2---3, 0.1866334606869956, 0.20280773684801157
elu, None, None, 64, 3, 0.0001, AdamOptimizer, 3---3-2---3, 0.19300222342205642, 0.2049895454833035
elu, None, None, 64, 4, 0.0001, AdamOptimizer, 3---3-2---3, 0.19925923026978232, 0.20953550604838223
elu, None, None, 64, 5, 0.0001, AdamOptimizer, 3---3-2---3, 0.2044780161167763, 0.21499422146529112
elu, None, None, 64, 5, 0.0001, AdamOptimizer, 3---3-2---3, 0.20997837787559637, 0.22041650472689545
elu, None, None, 64, 6, 0.0001, AdamOptimizer, 3---3-2---3, 0.21575625116658348, 0.2205103979645563
elu, None, None, 64, 7, 0.0001, AdamOptimizer, 3---3-2---3, 0.22013154458886242, 0.221377249772723
elu, None, None, 64, 7, 0.0001, AdamOptimizer, 3---3-2---3, 0.22517494776100877, 0.22380247194173142
elu, None, None, 64, 8, 0.0001, AdamOptimizer, 3---3-2---3, 0.22982555522809478, 0.22601853366795877
elu, None, None, 64, 8, 0.0001, AdamOptimizer, 3---3-2---3, 0.23364214426400087, 0.23048894281852395
elu, None, None, 64, 9, 0.0001, AdamOptimizer, 3---3-2---3, 0.2391889576138737, 0.2286871598887913
elu, None, None, 64, 10, 0.0001, AdamOptimizer, 3---3-2---3, 0.24354574378448224, 0.22978656373623474
elu, None, None, 64, 10, 0.0001, AdamOptimizer, 3---3-2---3, 0.24798522441827364, 0.23194952488809595
elu, None, None, 64, 11, 0.0001, AdamOptimizer, 3---3-2---3, 0.25073172891127693, 0.2280823772773205
elu, None, None, 64, 12, 0.0001, AdamOptimizer, 3---3-2---3, 0.25470946274112616, 0.2296914926864453
elu, None, None, 64, 12, 0.0001, AdamOptimizer, 3---3-2---3, 0.25789194914559455, 0.23174193462089654
elu, None, None, 64, 13, 0.0001, AdamOptimizer, 3---3-2---3, 0.261818099885471, 0.22776810892181232
elu, None, None, 64, 14, 0.0001, AdamOptimizer, 3---3-2---3, 0.26314715924230925, 0.2261678209264686
elu, None, None, 64, 14, 0.0001, AdamOptimizer, 3---3-2---3, 0.2671329309990095, 0.22957384870078046
elu, None, None, 64, 15, 0.0001, AdamOptimizer, 3---3-2---3, 0.2682534785006303, 0.23132396329110416
elu, None, None, 64, 16, 0.0001, AdamOptimizer, 3---3-2---3, 0.2707364047941756, 0.22407051997089067
elu, None, None, 64, 16, 0.0001, AdamOptimizer, 3---3-2---3, 0.27373619623884193, 0.2309650278699189
elu, None, None, 64, 17, 0.0001, AdamOptimizer, 3---3-2---3, 0.27597589972610337, 0.2274268940157832
elu, None, None, 64, 17, 0.0001, AdamOptimizer, 3---3-2---3, 0.27742500976310513, 0.22748234839077464
elu, None, None, 64, 18, 0.0001, AdamOptimizer, 3---3-2---3, 0.2789171975911816, 0.22486887351765272
elu, None, None, 64, 19, 0.0001, AdamOptimizer, 3---3-2---3, 0.28023152115841443, 0.22211709325132611
elu, None, None, 64, 19, 0.0001, AdamOptimizer, 3---3-2---3, 0.280658587762467, 0.2176723704315352
elu, None, None, 64, 20, 0.0001, AdamOptimizer, 3---3-2---3, 0.28249507242537053, 0.22295413957634636
elu, None, None, 64, 0, 0.0001, AdamOptimizer, 3-2---3-2---3, -0.11975295946797782, -0.07053371248373841
elu, None, None, 64, 1, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.1913145729451624, 0.119969620115285
elu, None, None, 64, 1, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.2624571199346867, 0.17151408963711567
elu, None, None, 64, 2, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.2746715519365115, 0.18723905649716976
elu, None, None, 64, 3, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.27917736379568225, 0.19026462291197388
elu, None, None, 64, 3, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.2836086832692397, 0.18968689868691924
elu, None, None, 64, 4, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.2867833680167251, 0.1875480023203241
elu, None, None, 64, 5, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.28969002526728094, 0.19596420326443997
elu, None, None, 64, 5, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.2917463321338267, 0.19417163836140272
elu, None, None, 64, 6, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.2943313709430885, 0.1780028393329054
elu, None, None, 64, 7, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.296672282044792, 0.18092637273911605
elu, None, None, 64, 7, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.29829290290391774, 0.18533494326680466
elu, None, None, 64, 8, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.3002157284064977, 0.1771304554601163
elu, None, None, 64, 8, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.301124460322565, 0.18116675047165343
elu, None, None, 64, 9, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.3024477053367818, 0.17108520823415918
elu, None, None, 64, 10, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.3040913581506788, 0.17623686663307403
elu, None, None, 64, 10, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.305797272654307, 0.17127067372130067
elu, None, None, 64, 11, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.3062782319841094, 0.17511780073179017
elu, None, None, 64, 12, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.3069578427722399, 0.17999052331573417
elu, None, None, 64, 12, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.3091173532953789, 0.16936315893152742
elu, None, None, 64, 0, 0.0001, AdamOptimizer, 3-2---3-2---3, -0.3170911120496327, -0.17010015296344227
elu, None, None, 64, 1, 0.0001, AdamOptimizer, 3-2---3-2---3, -0.17973540340150773, -0.08857141522593737
elu, None, None, 64, 1, 0.0001, AdamOptimizer, 3-2---3-2---3, -0.07957809154687046, -0.025480769265912695
elu, None, None, 64, 2, 0.0001, AdamOptimizer, 3-2---3-2---3, -0.006144812898136953, 0.02170470021714621
elu, None, None, 64, 3, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.04546826549808469, 0.05794581464397097
elu, None, None, 64, 3, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.08130049002744244, 0.0829080752056659
elu, None, None, 64, 4, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.10882443760841543, 0.10489783998420055
elu, None, None, 64, 5, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.1292485973339289, 0.12149518535126369
elu, None, None, 64, 5, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.14324413181518114, 0.13354855966724988
elu, None, None, 64, 6, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.15336992905658864, 0.1426445079112192
elu, None, None, 64, 7, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.16102775649483803, 0.14948023341008554
elu, None, None, 64, 7, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.16666352255202577, 0.15423293909643399
elu, None, None, 64, 8, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.17178484500971136, 0.1592561326579196
elu, None, None, 64, 8, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.17583785086080272, 0.16294576714487297
elu, None, None, 64, 9, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.17976779832276646, 0.1664851811804604
elu, None, None, 64, 10, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.18295935545460373, 0.1703554824408352
elu, None, None, 64, 10, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.18563376878859517, 0.17306069961977566
elu, None, None, 64, 11, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.18810548158721263, 0.17595061358127628
elu, None, None, 64, 12, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.1900460899025026, 0.17798835240853372
elu, None, None, 64, 12, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.19216132323414314, 0.17969747170455574
elu, None, None, 64, 13, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.19395026437282858, 0.18119883786524238
elu, None, None, 64, 14, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.19571660296227533, 0.18316205831982968
elu, None, None, 64, 14, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.19749223702235064, 0.18414394547573443
elu, None, None, 64, 15, 0.0001, AdamOptimizer, 3-2---3-2---3, 0.19893098930188302, 0.18527374569870625
elu, None, None, 64, 0, 0.001, AdamOptimizer, 3-2---3-2---3, 0.15098678631515028, 0.0978789871963972
elu, None, None, 64, 1, 0.001, AdamOptimizer, 3-2---3-2---3, 0.16770900540411515, 0.11386396352683315
elu, None, None, 64, 1, 0.001, AdamOptimizer, 3-2---3-2---3, 0.18049847798009155, 0.12647514884990319
elu, None, None, 64, 2, 0.001, AdamOptimizer, 3-2---3-2---3, 0.1908543928803128, 0.13730048304346054
elu, None, None, 64, 3, 0.001, AdamOptimizer, 3-2---3-2---3, 0.1988324988263871, 0.14604496016360802
elu, None, None, 64, 3, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2058056405497538, 0.15364634285770606
elu, None, None, 64, 4, 0.001, AdamOptimizer, 3-2---3-2---3, 0.21115691169605066, 0.15968303339459922
elu, None, None, 64, 5, 0.001, AdamOptimizer, 3-2---3-2---3, 0.21559642725054573, 0.1647868241430427
elu, None, None, 64, 5, 0.001, AdamOptimizer, 3-2---3-2---3, 0.21988087462799066, 0.17024731279407956
elu, None, None, 64, 6, 0.001, AdamOptimizer, 3-2---3-2---3, 0.22342134106897749, 0.17457002738478422
elu, None, None, 64, 7, 0.001, AdamOptimizer, 3-2---3-2---3, 0.22621112165332657, 0.17701901501260509
elu, None, None, 64, 7, 0.001, AdamOptimizer, 3-2---3-2---3, 0.22883653404617077, 0.179285896664915
elu, None, None, 64, 8, 0.001, AdamOptimizer, 3-2---3-2---3, 0.23119304571671362, 0.18148656561780496
elu, None, None, 64, 8, 0.001, AdamOptimizer, 3-2---3-2---3, 0.23313423737183914, 0.18303991986521473
elu, None, None, 64, 9, 0.001, AdamOptimizer, 3-2---3-2---3, 0.23501063349047224, 0.1842947697882793
elu, None, None, 64, 10, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2367932106780285, 0.1857040498664897
elu, None, None, 64, 10, 0.001, AdamOptimizer, 3-2---3-2---3, 0.23838465354770821, 0.18651264381697885
elu, None, None, 64, 11, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2401406875868789, 0.18782265474490778
elu, None, None, 64, 12, 0.001, AdamOptimizer, 3-2---3-2---3, 0.24145566157115816, 0.18904321557282344
elu, None, None, 64, 12, 0.001, AdamOptimizer, 3-2---3-2---3, 0.24320613566382532, 0.19105047169639133
elu, None, None, 64, 13, 0.001, AdamOptimizer, 3-2---3-2---3, 0.24470133743969802, 0.19243420770960662
elu, None, None, 64, 14, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2457552735072619, 0.19224335343792842
elu, None, None, 64, 14, 0.001, AdamOptimizer, 3-2---3-2---3, 0.24705928126622323, 0.19316882118264744
elu, None, None, 64, 15, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2481632539408185, 0.1936888920869686
elu, None, None, 64, 16, 0.001, AdamOptimizer, 3-2---3-2---3, 0.24928820943453878, 0.1938424780351905
elu, None, None, 64, 16, 0.001, AdamOptimizer, 3-2---3-2---3, 0.25012276548076695, 0.19377537021000024
elu, None, None, 64, 17, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2511930088666652, 0.19447281481376355
elu, None, None, 64, 17, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2520797397467206, 0.19474960995393487
elu, None, None, 64, 18, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2530722218050516, 0.1950090898214657
elu, None, None, 64, 19, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2538923356770634, 0.1953843071134067
