activation, dropout, momentum, minibatch_size, n_epochs, learning_rate, optimizer, nn_structure, train_r2, test_r2
elu, None, None, 64, 19, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2547535258119189, 0.19557460855598552
elu, None, None, 64, 20, 0.001, AdamOptimizer, 3-2---3-2---3, 0.25553311926722666, 0.19622691479747656
elu, None, None, 64, 21, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2562206634062728, 0.1963414861182946
elu, None, None, 64, 21, 0.001, AdamOptimizer, 3-2---3-2---3, 0.25691459004386574, 0.19704852351985536
elu, None, None, 64, 22, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2576378057213823, 0.19696922918199844
elu, None, None, 64, 23, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2581095298614048, 0.1969897819468348
elu, None, None, 64, 23, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2587448340059564, 0.19698122206533575
elu, None, None, 64, 24, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2594171004819762, 0.19715133081426883
elu, None, None, 64, 24, 0.001, AdamOptimizer, 3-2---3-2---3, 0.25996190192991164, 0.19741676495252625
elu, None, None, 64, 25, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2604204827570966, 0.19724479698366493
elu, None, None, 64, 26, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2607614840460055, 0.1974821342943176
elu, None, None, 64, 26, 0.001, AdamOptimizer, 3-2---3-2---3, 0.26148639447061095, 0.19766316814642315
elu, None, None, 64, 27, 0.001, AdamOptimizer, 3-2---3-2---3, 0.26207444240388844, 0.19831773741814063
elu, None, None, 64, 28, 0.001, AdamOptimizer, 3-2---3-2---3, 0.26259750718507713, 0.19800557079177994
elu, None, None, 64, 28, 0.001, AdamOptimizer, 3-2---3-2---3, 0.26331392719875846, 0.19825095911148305
elu, None, None, 64, 29, 0.001, AdamOptimizer, 3-2---3-2---3, 0.26388871265004965, 0.19842450652712618
elu, None, None, 64, 30, 0.001, AdamOptimizer, 3-2---3-2---3, 0.2644588840197313, 0.19774486530150337
elu, 0.9, None, 64, 0, 0.001, AdamOptimizer, 32-32-3, -1.1281296886782282, -0.6100170859463285
elu, 0.9, None, 64, 1, 0.001, AdamOptimizer, 32-32-3, -0.7674448340598681, -0.5169448423654424
elu, 0.9, None, 64, 1, 0.001, AdamOptimizer, 32-32-3, -0.5139315524816395, -0.42088046045940675
elu, 0.9, None, 64, 2, 0.001, AdamOptimizer, 32-32-3, -0.32812893086872985, -0.3097056419118871
elu, 0.9, None, 64, 3, 0.001, AdamOptimizer, 32-32-3, -0.18748112307830467, -0.22613498952026578
elu, 0.9, None, 64, 3, 0.001, AdamOptimizer, 32-32-3, -0.07620432796627163, -0.14564287182314217
elu, 0.9, None, 64, 4, 0.001, AdamOptimizer, 32-32-3, 0.00844176456237311, -0.06924863171497675
elu, 0.9, None, 64, 5, 0.001, AdamOptimizer, 32-32-3, 0.06951210494192916, -0.011786406207474176
elu, 0.9, None, 64, 5, 0.001, AdamOptimizer, 32-32-3, 0.11328179210149669, 0.040773716640089774
elu, 0.9, None, 64, 6, 0.001, AdamOptimizer, 32-32-3, 0.14742999654389932, 0.07859748371415443
elu, 0.9, None, 64, 7, 0.001, AdamOptimizer, 32-32-3, 0.17218821683772967, 0.10948392893680592
elu, 0.9, None, 64, 7, 0.001, AdamOptimizer, 32-32-3, 0.18845393290268175, 0.13946729095475563
elu, 0.9, None, 64, 8, 0.001, AdamOptimizer, 32-32-3, 0.20144774179127722, 0.1666729791279803
elu, 0.9, None, 64, 8, 0.001, AdamOptimizer, 32-32-3, 0.20952851508833092, 0.18111240596240685
elu, 0.9, None, 64, 9, 0.001, AdamOptimizer, 32-32-3, 0.21439777595475507, 0.19176263597786514
elu, 0.9, None, 64, 10, 0.001, AdamOptimizer, 32-32-3, 0.21785288963988347, 0.2001297615638925
elu, 0.9, None, 64, 10, 0.001, AdamOptimizer, 32-32-3, 0.220750312589312, 0.20960029760425058
elu, 0.9, None, 64, 11, 0.001, AdamOptimizer, 32-32-3, 0.22112438228454767, 0.20651160421833303
elu, 0.9, None, 64, 12, 0.001, AdamOptimizer, 32-32-3, 0.22155006284341072, 0.2110895732338791
elu, 0.9, None, 64, 12, 0.001, AdamOptimizer, 32-32-3, 0.2198335442122128, 0.20535391465492503
elu, 0.9, None, 64, 13, 0.001, AdamOptimizer, 32-32-3, 0.22085289186292878, 0.2097447337083902
elu, 0.9, None, 64, 14, 0.001, AdamOptimizer, 32-32-3, 0.21975839697538424, 0.2086807016423835
elu, 0.9, None, 64, 14, 0.001, AdamOptimizer, 32-32-3, 0.2208769167965502, 0.2151840631054378
elu, 0.9, None, 64, 15, 0.001, AdamOptimizer, 32-32-3, 0.221069213524275, 0.216510378828617
elu, 0.9, None, 64, 16, 0.001, AdamOptimizer, 32-32-3, 0.2203506356727386, 0.2167235075931988
elu, 0.9, None, 64, 16, 0.001, AdamOptimizer, 32-32-3, 0.2210458720885512, 0.21809544428073036
elu, 0.9, None, 64, 17, 0.001, AdamOptimizer, 32-32-3, 0.22077330859181776, 0.2209240966158197
elu, 0.9, None, 64, 0, 0.001, AdamOptimizer, 32-128-3, -2.4384282573013887, -0.8015367292796163
elu, 0.9, None, 64, 1, 0.001, AdamOptimizer, 32-128-3, -1.7900104923858375, -0.6091941272124661
elu, 0.9, None, 64, 1, 0.001, AdamOptimizer, 32-128-3, -1.303227930817593, -0.4616926736867615
elu, 0.9, None, 64, 2, 0.001, AdamOptimizer, 32-128-3, -0.9135727095611661, -0.337780230726042
elu, 0.9, None, 64, 3, 0.001, AdamOptimizer, 32-128-3, -0.632344473254234, -0.23498801080348852
elu, 0.9, None, 64, 3, 0.001, AdamOptimizer, 32-128-3, -0.41374670863883867, -0.14251453042717044
elu, 0.9, None, 64, 4, 0.001, AdamOptimizer, 32-128-3, -0.24649683144574808, -0.07145921026605029
elu, 0.9, None, 64, 5, 0.001, AdamOptimizer, 32-128-3, -0.12739432183500377, -0.006318890970926416
elu, 0.9, None, 64, 5, 0.001, AdamOptimizer, 32-128-3, -0.03315221791727385, 0.048118835021142226
elu, 0.9, None, 64, 6, 0.001, AdamOptimizer, 32-128-3, 0.035093625180706356, 0.08769691401874746
elu, 0.9, None, 64, 7, 0.001, AdamOptimizer, 32-128-3, 0.08497412592204179, 0.11870551516811922
elu, 0.9, None, 64, 7, 0.001, AdamOptimizer, 32-128-3, 0.12047677466774431, 0.14022561395137156
elu, 0.9, None, 64, 8, 0.001, AdamOptimizer, 32-128-3, 0.14882160448451842, 0.16067295700180884
elu, 0.9, None, 64, 8, 0.001, AdamOptimizer, 32-128-3, 0.1679811717356522, 0.17603506711354855
elu, 0.9, None, 64, 9, 0.001, AdamOptimizer, 32-128-3, 0.18112912767063882, 0.18323301412187754
elu, 0.9, None, 64, 10, 0.001, AdamOptimizer, 32-128-3, 0.1885830163688894, 0.18849360486097955
elu, 0.9, None, 64, 10, 0.001, AdamOptimizer, 32-128-3, 0.19686749813866622, 0.196002760570421
elu, 0.9, None, 64, 11, 0.001, AdamOptimizer, 32-128-3, 0.20199278124635023, 0.2013823039980276
elu, 0.9, None, 64, 12, 0.001, AdamOptimizer, 32-128-3, 0.2060467031773583, 0.20813771199385867
elu, 0.9, None, 64, 12, 0.001, AdamOptimizer, 32-128-3, 0.20888086999879585, 0.20816636949640877
elu, 0.9, None, 64, 13, 0.001, AdamOptimizer, 32-128-3, 0.21154135366429216, 0.2119392676699945
elu, 0.9, None, 64, 14, 0.001, AdamOptimizer, 32-128-3, 0.21305726235221256, 0.215234547723258
elu, 0.9, None, 64, 14, 0.001, AdamOptimizer, 32-128-3, 0.213611207016427, 0.21362029678169836
elu, 0.9, None, 64, 15, 0.001, AdamOptimizer, 32-128-3, 0.21471831345467818, 0.21589131957714758
elu, 0.9, None, 64, 16, 0.001, AdamOptimizer, 32-128-3, 0.21443848365064755, 0.21282781327396239
elu, 0.9, None, 64, 16, 0.001, AdamOptimizer, 32-128-3, 0.21509024988429404, 0.21499261921450674
elu, 0.95, None, 64, 0, 0.001, AdamOptimizer, 32-16-3, -0.9545961183621945, -0.870127811127553
elu, 0.95, None, 64, 1, 0.001, AdamOptimizer, 32-16-3, -0.5414561735267034, -0.540243874790082
elu, 0.95, None, 64, 1, 0.001, AdamOptimizer, 32-16-3, -0.2788497874547655, -0.31979431488606913
elu, 0.95, None, 64, 2, 0.001, AdamOptimizer, 32-16-3, -0.09446636681128195, -0.1585784910760888
elu, 0.95, None, 64, 3, 0.001, AdamOptimizer, 32-16-3, 0.025528330571198077, -0.03938107702585514
elu, 0.95, None, 64, 3, 0.001, AdamOptimizer, 32-16-3, 0.10059150293142016, 0.033733954400206545
elu, 0.95, None, 64, 4, 0.001, AdamOptimizer, 32-16-3, 0.1475079820322076, 0.08759276464003762
elu, 0.95, None, 64, 5, 0.001, AdamOptimizer, 32-16-3, 0.17816661384777155, 0.12446636878550088
elu, 0.95, None, 64, 5, 0.001, AdamOptimizer, 32-16-3, 0.19907684504408907, 0.1637747680275129
elu, 0.95, None, 64, 6, 0.001, AdamOptimizer, 32-16-3, 0.2100792698612456, 0.1771351206147328
elu, 0.95, None, 64, 7, 0.001, AdamOptimizer, 32-16-3, 0.21624006371349402, 0.19027477862738962
elu, 0.95, None, 64, 7, 0.001, AdamOptimizer, 32-16-3, 0.21882957267850023, 0.1947700526800078
elu, 0.95, None, 64, 8, 0.001, AdamOptimizer, 32-16-3, 0.22212583290518162, 0.21184967991041126
elu, 0.95, None, 64, 8, 0.001, AdamOptimizer, 32-16-3, 0.22376688628080177, 0.21989638788198673
elu, 0.95, None, 64, 9, 0.001, AdamOptimizer, 32-16-3, 0.2241902156387775, 0.21799145995267166
elu, 0.95, None, 64, 10, 0.001, AdamOptimizer, 32-16-3, 0.2245693646934558, 0.22161046642947313
elu, 0.95, None, 64, 10, 0.001, AdamOptimizer, 32-16-3, 0.22500464233923312, 0.22797925600885482
elu, 1, None, 64, 0, 0.001, AdamOptimizer, 32-16-3, -0.9420317850442124, -1.1007624209404039
elu, 1, None, 64, 1, 0.001, AdamOptimizer, 32-16-3, -0.5857853943343758, -0.7532068483190109
elu, 1, None, 64, 1, 0.001, AdamOptimizer, 32-16-3, -0.329136095498584, -0.47681777755191046
elu, 1, None, 64, 2, 0.001, AdamOptimizer, 32-16-3, -0.14772246126548394, -0.2654857762991021
elu, 1, None, 64, 3, 0.001, AdamOptimizer, 32-16-3, -0.025432208122438738, -0.11932478823222681
elu, 1, None, 64, 3, 0.001, AdamOptimizer, 32-16-3, 0.0577044526461451, -0.013786239928224253
elu, 1, None, 64, 4, 0.001, AdamOptimizer, 32-16-3, 0.11592555096150459, 0.061425327950024866
elu, 1, None, 64, 5, 0.001, AdamOptimizer, 32-16-3, 0.15238068313026287, 0.11238046679654268
elu, 1, None, 64, 5, 0.001, AdamOptimizer, 32-16-3, 0.17576659393015548, 0.1473181204593177
elu, 1, None, 64, 6, 0.001, AdamOptimizer, 32-16-3, 0.19087088565557297, 0.1699989857647265
elu, 1, None, 64, 7, 0.001, AdamOptimizer, 32-16-3, 0.20021574770964878, 0.18800740858676523
elu, 1, None, 64, 7, 0.001, AdamOptimizer, 32-16-3, 0.20467775082206496, 0.19877262127181372
elu, None, None, 64, 0, 0.001, AdamOptimizer, 32-16-3, 0.24148831288384853, 0.24554133899605624
elu, None, None, 64, 1, 0.001, AdamOptimizer, 32-16-3, 0.2761696720646458, 0.22429838107623368
elu, None, None, 64, 1, 0.001, AdamOptimizer, 32-16-3, 0.29551446081647115, 0.19308509705913912
elu, None, None, 64, 2, 0.001, AdamOptimizer, 32-16-3, 0.30496174471111404, 0.18010798639913184
elu, None, None, 64, 3, 0.001, AdamOptimizer, 32-16-3, 0.3172054033678552, 0.1838258863230643
elu, None, None, 64, 3, 0.001, AdamOptimizer, 32-16-3, 0.3224625340669045, 0.1820894058803746
elu, None, None, 64, 4, 0.001, AdamOptimizer, 32-16-3, 0.3248297143957818, 0.1836967469949261
elu, None, None, 64, 5, 0.001, AdamOptimizer, 32-16-3, 0.3314675227986885, 0.17947232000024693
elu, None, None, 64, 5, 0.001, AdamOptimizer, 32-16-3, 0.3334831886779098, 0.19192470226410885
elu, None, None, 64, 6, 0.001, AdamOptimizer, 32-16-3, 0.33798605805057147, 0.19122169737350847
elu, None, None, 64, 7, 0.001, AdamOptimizer, 32-16-3, 0.34188931013917123, 0.19989337999624657
elu, None, None, 64, 7, 0.001, AdamOptimizer, 32-16-3, 0.34365769951401504, 0.19930674746691301
elu, None, None, 64, 8, 0.001, AdamOptimizer, 32-16-3, 0.3289097845846687, 0.219452620444049
elu, None, None, 64, 8, 0.001, AdamOptimizer, 32-16-3, 0.34876139269002926, 0.20244546678360786
elu, None, None, 64, 9, 0.001, AdamOptimizer, 32-16-3, 0.35326188689060845, 0.19938108203957583
elu, None, None, 64, 10, 0.001, AdamOptimizer, 32-16-3, 0.3553576233536404, 0.20426171975487983
elu, None, None, 64, 10, 0.001, AdamOptimizer, 32-16-3, 0.35053327585539296, 0.2048542331831592
elu, None, None, 64, 0, 0.001, AdamOptimizer, 25-25, 0.257685309388096, 0.18561144645380245
elu, None, None, 64, 1, 0.001, AdamOptimizer, 25-25, 0.288527513641473, 0.16328804485005877
elu, None, None, 64, 1, 0.001, AdamOptimizer, 25-25, 0.2872196920873381, 0.20291270538802475
elu, None, None, 64, 2, 0.001, AdamOptimizer, 25-25, 0.3128291856396742, 0.16973641689676555
elu, None, None, 64, 3, 0.001, AdamOptimizer, 25-25, 0.31207320284753903, 0.18790862806864161
elu, None, None, 64, 3, 0.001, AdamOptimizer, 25-25, 0.3168615396798937, 0.1643137804008229
elu, None, None, 64, 4, 0.001, AdamOptimizer, 25-25, 0.3146857343057756, 0.14569463444293596
elu, None, None, 64, 5, 0.001, AdamOptimizer, 25-25, 0.3142271836199786, 0.14213723976884385
elu, None, None, 64, 5, 0.001, AdamOptimizer, 25-25, 0.32584119417327617, 0.15877499470229972
elu, None, None, 64, 0, 0.001, AdamOptimizer, 125-125, 0.25658969676230947, 0.1729952012890723
elu, None, None, 64, 1, 0.001, AdamOptimizer, 125-125, 0.29588545441888825, 0.18701035234140861
elu, None, None, 64, 1, 0.001, AdamOptimizer, 125-125, 0.3038980674931615, 0.2033056001641258
elu, None, None, 64, 2, 0.001, AdamOptimizer, 125-125, 0.2834664408017007, 0.17723419196633428
elu, None, None, 64, 3, 0.001, AdamOptimizer, 125-125, 0.2985453461999815, 0.2103404340533207
elu, None, None, 64, 3, 0.001, AdamOptimizer, 125-125, 0.3012337562079114, 0.1937759472777686
elu, None, None, 64, 4, 0.001, AdamOptimizer, 125-125, 0.3033687507317576, 0.20668835176295097
elu, None, None, 64, 5, 0.001, AdamOptimizer, 125-125, 0.325516709836724, 0.21281851166427634
elu, None, None, 64, 5, 0.001, AdamOptimizer, 125-125, 0.2853572385952813, 0.21364795673853865
elu, None, None, 64, 6, 0.001, AdamOptimizer, 125-125, 0.32517279402209176, 0.16708990774243726
elu, None, None, 64, 7, 0.001, AdamOptimizer, 125-125, 0.3308828039819769, 0.17959991197172043
elu, None, None, 64, 7, 0.001, AdamOptimizer, 125-125, 0.3365455291523024, 0.187429456303136
elu, None, None, 64, 8, 0.001, AdamOptimizer, 125-125, 0.3050819841163871, 0.12837305660402432
elu, None, None, 64, 8, 0.001, AdamOptimizer, 125-125, 0.34156870011316365, 0.19034446031461882
elu, None, None, 64, 9, 0.001, AdamOptimizer, 125-125, 0.33880597118772504, 0.1585284292464607
elu, None, None, 64, 10, 0.001, AdamOptimizer, 125-125, 0.3404237624537446, 0.1611322116977747
elu, None, None, 64, 10, 0.001, AdamOptimizer, 125-125, 0.3403774599207601, 0.16259537878125552
elu, None, None, 64, 11, 0.001, AdamOptimizer, 125-125, 0.3439361823330549, 0.17638402257916164
elu, None, None, 64, 12, 0.001, AdamOptimizer, 125-125, 0.351628319278538, 0.19452695743304815
elu, None, None, 64, 12, 0.001, AdamOptimizer, 125-125, 0.35100157406801746, 0.16484148674143084
elu, None, None, 64, 13, 0.001, AdamOptimizer, 125-125, 0.325671658547092, 0.20779944702532738
elu, None, None, 64, 14, 0.001, AdamOptimizer, 125-125, 0.3550589690667799, 0.16030774715903362
elu, None, None, 64, 14, 0.001, AdamOptimizer, 125-125, 0.3323489620084784, 0.09760088275018874
elu, None, None, 64, 15, 0.001, AdamOptimizer, 125-125, 0.3430695578259344, 0.12818533336517546
elu, None, None, 256, 2, 0.001, AdamOptimizer, 125-125, 0.3027158098607493, 0.19208581639631328
elu, None, None, 256, 5, 0.001, AdamOptimizer, 125-125, 0.3077073286266413, 0.1828589255867581
elu, None, None, 256, 7, 0.001, AdamOptimizer, 125-125, 0.32245711349240647, 0.14800920494138825
elu, None, None, 256, 10, 0.001, AdamOptimizer, 125-125, 0.3246395709738933, 0.17059861726124692
elu, None, None, 256, 12, 0.001, AdamOptimizer, 125-125, 0.330101354430933, 0.1255091596622655
elu, None, None, 256, 15, 0.001, AdamOptimizer, 125-125, 0.33081195132370567, 0.15026956604708985
elu, None, None, 256, 17, 0.001, AdamOptimizer, 125-125, 0.34327350130867273, 0.16767792668181258
elu, None, None, 256, 20, 0.001, AdamOptimizer, 125-125, 0.35520807396364973, 0.1581799041620786
elu, None, None, 256, 23, 0.001, AdamOptimizer, 125-125, 0.35357590375510806, 0.15565945921085778
elu, None, None, 256, 25, 0.001, AdamOptimizer, 125-125, 0.3410531667130675, 0.18221594728660562
elu, None, None, 256, 28, 0.001, AdamOptimizer, 125-125, 0.35258280524344265, 0.14050938396587365
elu, None, None, 256, 30, 0.001, AdamOptimizer, 125-125, 0.3494311531040659, 0.12591112004336946
elu, None, None, 256, 33, 0.001, AdamOptimizer, 125-125, 0.3721096634675076, 0.15570999062144564
elu, None, None, 256, 35, 0.001, AdamOptimizer, 125-125, 0.3762987386362232, 0.16813245054692383
elu, None, None, 256, 38, 0.001, AdamOptimizer, 125-125, 0.37185595562717255, 0.1644490448442265
elu, None, None, 256, 40, 0.001, AdamOptimizer, 125-125, 0.37476819096854375, 0.11803751448755273
elu, None, None, 256, 43, 0.001, AdamOptimizer, 125-125, 0.3822722425921936, 0.14594484821617226
elu, None, None, 256, 46, 0.001, AdamOptimizer, 125-125, 0.3704109944716888, 0.13633619176775114
elu, None, None, 256, 48, 0.001, AdamOptimizer, 125-125, 0.38558104247112823, 0.14036049101981385
elu, None, None, 256, 51, 0.001, AdamOptimizer, 125-125, 0.3736109215064928, 0.10117641604571659
elu, None, None, 1024, 10, 0.001, AdamOptimizer, 125-125, 0.30415597543187534, 0.19588460740456692
elu, None, None, 1024, 20, 0.001, AdamOptimizer, 125-125, 0.32282471186728134, 0.16952444420879054
elu, None, None, 1024, 30, 0.001, AdamOptimizer, 125-125, 0.3308701993276518, 0.145480678620733
elu, None, None, 1024, 40, 0.001, AdamOptimizer, 125-125, 0.3405586949052837, 0.1562734710190392
elu, None, None, 1024, 51, 0.001, AdamOptimizer, 125-125, 0.348762403182342, 0.14923041388275482
elu, None, None, 1024, 61, 0.001, AdamOptimizer, 125-125, 0.36110031302355317, 0.1467836443732604
elu, None, None, 1024, 10, 0.001, AdamOptimizer, 125-125, 0.3057175122988598, 0.1944896252994024
elu, None, None, 1024, 20, 0.001, AdamOptimizer, 125-125, 0.32237011682575234, 0.1661376661121149
elu, None, None, 1024, 30, 0.001, AdamOptimizer, 125-125, 0.3300376443947217, 0.17284121244284667
elu, None, None, 1024, 40, 0.001, AdamOptimizer, 125-125, 0.3442768334473142, 0.17700479052179952
elu, None, None, 1024, 51, 0.001, AdamOptimizer, 125-125, 0.3469775306760726, 0.15772714043155678
elu, None, None, 1024, 61, 0.001, AdamOptimizer, 125-125, 0.36241656428709645, 0.17788811204098887
elu, None, None, 1024, 71, 0.001, AdamOptimizer, 125-125, 0.3675468242080847, 0.15298932173715163
elu, None, None, 1024, 81, 0.001, AdamOptimizer, 125-125, 0.3671192886914868, 0.14746287823168058
elu, None, None, 1024, 92, 0.001, AdamOptimizer, 125-125, 0.3766121138617756, 0.13754068886999082
elu, None, None, 1024, 102, 0.001, AdamOptimizer, 125-125, 0.3831183423708808, 0.16860553866406192
elu, None, None, 1024, 112, 0.001, AdamOptimizer, 125-125, 0.37712821060287083, 0.14084688866028094
elu, None, None, 1024, 122, 0.001, AdamOptimizer, 125-125, 0.39435141212227853, 0.1543078716145697
elu, None, None, 1024, 133, 0.001, AdamOptimizer, 125-125, 0.39319613103043416, 0.14722753995685
elu, None, None, 1024, 143, 0.001, AdamOptimizer, 125-125, 0.3978863660874198, 0.15429770161863987
elu, None, None, 1024, 153, 0.001, AdamOptimizer, 125-125, 0.40347591487097645, 0.14522209207940562
elu, None, None, 1024, 163, 0.001, AdamOptimizer, 125-125, 0.39813337901395096, 0.11801671697196014
elu, None, None, 1024, 174, 0.001, AdamOptimizer, 125-125, 0.412636884215723, 0.12733838055886038
elu, None, None, 1024, 184, 0.001, AdamOptimizer, 125-125, 0.41417636391595336, 0.12986573811463642
elu, None, None, 1024, 194, 0.001, AdamOptimizer, 125-125, 0.41672716178369973, 0.1242792022530318
elu, None, None, 1024, 204, 0.001, AdamOptimizer, 125-125, 0.4179663585262082, 0.09939948677799293
elu, None, None, 1024, 215, 0.001, AdamOptimizer, 125-125, 0.4264607469904933, 0.07814970203446314
elu, None, None, 1024, 225, 0.001, AdamOptimizer, 125-125, 0.43106372391357506, 0.08391180078254201
elu, None, None, 1024, 235, 0.001, AdamOptimizer, 125-125, 0.43546728761230047, 0.056749598661839484
elu, None, None, 1024, 245, 0.001, AdamOptimizer, 125-125, 0.43945611705732834, 0.033024173352265485
elu, None, None, 1024, 256, 0.001, AdamOptimizer, 125-125, 0.4424081878444952, 0.05402925999717911
elu, None, None, 1024, 266, 0.001, AdamOptimizer, 125-125, 0.43725207476973293, 0.03158844376417491
elu, None, None, 1024, 276, 0.001, AdamOptimizer, 125-125, 0.450060574990668, 0.014008851671699851
elu, None, None, 1024, 286, 0.001, AdamOptimizer, 125-125, 0.44281067313889877, 0.004835001005723316
elu, None, None, 1024, 296, 0.001, AdamOptimizer, 125-125, 0.4523811623529238, -0.016207365089980774
elu, None, None, 1024, 307, 0.001, AdamOptimizer, 125-125, 0.44868523420775963, -0.060715236012404805
elu, None, None, 1024, 317, 0.001, AdamOptimizer, 125-125, 0.4593639918846515, -0.02577890659137161
elu, None, None, 1024, 327, 0.001, AdamOptimizer, 125-125, 0.4588325136596254, -0.052791495046162096
elu, None, None, 1024, 337, 0.001, AdamOptimizer, 125-125, 0.4546749703846439, -0.11521198329498028
elu, None, None, 1024, 348, 0.001, AdamOptimizer, 125-125, 0.46693608965104716, -0.09475958882124935
elu, None, None, 1024, 358, 0.001, AdamOptimizer, 125-125, 0.46345301921914406, -0.13027729610031868
elu, None, None, 1024, 368, 0.001, AdamOptimizer, 125-125, 0.4740317862859962, -0.12035432545650293
elu, None, None, 1024, 378, 0.001, AdamOptimizer, 125-125, 0.4755163569211478, -0.11595242789675542
elu, None, None, 1024, 389, 0.001, AdamOptimizer, 125-125, 0.47111432726150926, -0.14040637721378957
elu, None, None, 1024, 399, 0.001, AdamOptimizer, 125-125, 0.4746884500348967, -0.15105137927222745
elu, None, None, 1024, 409, 0.001, AdamOptimizer, 125-125, 0.4730633355063998, -0.19314686344619214
elu, None, None, 1024, 419, 0.001, AdamOptimizer, 125-125, 0.4746623625014249, -0.18045981995476734
elu, None, None, 1024, 430, 0.001, AdamOptimizer, 125-125, 0.4801701355191066, -0.16496022344824945
elu, None, None, 1024, 440, 0.001, AdamOptimizer, 125-125, 0.48248185667110755, -0.2153609802834453
elu, None, None, 1024, 450, 0.001, AdamOptimizer, 125-125, 0.48403326223658094, -0.18186068867995142
elu, None, None, 1024, 460, 0.001, AdamOptimizer, 125-125, 0.48999022340958553, -0.23236105055608025
elu, None, None, 1024, 471, 0.001, AdamOptimizer, 125-125, 0.48746017732825964, -0.28400612053038765
elu, None, None, 1024, 481, 0.001, AdamOptimizer, 125-125, 0.48974301304662404, -0.2830851535234633
elu, None, None, 1024, 491, 0.001, AdamOptimizer, 125-125, 0.48973313152875897, -0.3125304057153595
elu, None, None, 1024, 501, 0.001, AdamOptimizer, 125-125, 0.4807255778781635, -0.23874802789019278
elu, None, None, 1024, 512, 0.001, AdamOptimizer, 125-125, 0.4954559762124231, -0.3427260358066855
elu, None, None, 1024, 522, 0.001, AdamOptimizer, 125-125, 0.4974812762036336, -0.3157325390170602
elu, None, None, 1024, 532, 0.001, AdamOptimizer, 125-125, 0.49408412671062774, -0.3470940757862595
elu, None, None, 1024, 542, 0.001, AdamOptimizer, 125-125, 0.491658092375445, -0.2479833656443633
elu, None, None, 1024, 552, 0.001, AdamOptimizer, 125-125, 0.49051683770185694, -0.37122542111632195
elu, None, None, 1024, 563, 0.001, AdamOptimizer, 125-125, 0.5040694031609669, -0.3504078356745852
elu, None, None, 1024, 573, 0.001, AdamOptimizer, 125-125, 0.5035377185160277, -0.3718532059925046
elu, None, None, 1024, 583, 0.001, AdamOptimizer, 125-125, 0.5097552603338154, -0.34632806805302696
elu, None, None, 1024, 593, 0.001, AdamOptimizer, 125-125, 0.5053476133724422, -0.40193935672005976
elu, None, None, 1024, 10, 0.001, AdamOptimizer, 125-125, 0.17312894992903527, 0.17262122738579722
elu, None, None, 1024, 20, 0.001, AdamOptimizer, 125-125, 0.2066448971396826, 0.2036916508666946
elu, None, None, 1024, 30, 0.001, AdamOptimizer, 125-125, 0.21573969606143117, 0.21535012790053487
elu, None, None, 1024, 40, 0.001, AdamOptimizer, 125-125, 0.22144558491427324, 0.22053398540131897
elu, None, None, 1024, 51, 0.001, AdamOptimizer, 125-125, 0.22642008327460672, 0.22358905527690953
elu, None, None, 1024, 61, 0.001, AdamOptimizer, 125-125, 0.23079108156891126, 0.22629492157763198
elu, None, None, 1024, 71, 0.001, AdamOptimizer, 125-125, 0.23467376771874304, 0.22948854548995612
elu, None, None, 1024, 81, 0.001, AdamOptimizer, 125-125, 0.23800641269702882, 0.23074558424372815
elu, None, None, 1024, 92, 0.001, AdamOptimizer, 125-125, 0.24102457208422556, 0.23096845566471536
elu, None, None, 1024, 102, 0.001, AdamOptimizer, 125-125, 0.24376045487285702, 0.23226974288526336
elu, None, None, 1024, 112, 0.001, AdamOptimizer, 125-125, 0.24632232451697256, 0.2325307086131676
elu, None, None, 1024, 122, 0.001, AdamOptimizer, 125-125, 0.24866012960080908, 0.2310960334327541
elu, None, None, 1024, 133, 0.001, AdamOptimizer, 125-125, 0.2507696623139495, 0.23277741259605056
elu, None, None, 1024, 143, 0.001, AdamOptimizer, 125-125, 0.2526489950358196, 0.23324851305531247
elu, None, None, 1024, 153, 0.001, AdamOptimizer, 125-125, 0.2544253530413638, 0.23289860914705374
elu, None, None, 1024, 163, 0.001, AdamOptimizer, 125-125, 0.25613832689969984, 0.2317246338768959
elu, None, None, 1024, 174, 0.001, AdamOptimizer, 125-125, 0.2577763308019895, 0.23332189411949045
elu, None, None, 1024, 184, 0.001, AdamOptimizer, 125-125, 0.2593063483677245, 0.23309464024944937
elu, None, None, 1024, 194, 0.001, AdamOptimizer, 125-125, 0.26075563567876425, 0.23199903244693776
elu, None, None, 1024, 204, 0.001, AdamOptimizer, 125-125, 0.2621201647214346, 0.23180888838281233
elu, None, None, 1024, 215, 0.001, AdamOptimizer, 125-125, 0.2633987587053328, 0.23127563993135147
elu, None, None, 1024, 225, 0.001, AdamOptimizer, 125-125, 0.26459037401856644, 0.23084734710146648
elu, None, None, 1024, 235, 0.001, AdamOptimizer, 125-125, 0.26578728115955885, 0.23125208830286736
elu, None, None, 1024, 245, 0.001, AdamOptimizer, 125-125, 0.26698410276575846, 0.2300610281694151
